new_id;root_bogdan;root_form;mpnl;norm;par_index;extent;Reference
961;104;влад;(влад).ыч.ьств.о;владычьство;2/n;;62
964;104;влад;(влад).т.еЛ.ь;властеЛь;2/m*;;62
965;104;влад;(влад).т.еЛ.ьск.ъ;властеЛьскъ;2/a;;62
966;104;влад;(влад).т.и;власти;4c;;62
967;104;влад;(влад).т.ь;власть;1/f;;62
968;106;влас;(влас).ъ;власъ;2/m;;62
969;106;влас;(влас).эн.ъ;власэнъ;2/a;;62
970;105;влач;(влач).и.т.и;влачити;1;;62, 772
971;107;влъс;(влъс).н.й.т.и;влъснйти;5;;62, 811
974;107;влъх;(влъх).в.ов.а.н.ьЁ.е;влъхвованиЕ;2/n;;62, 811
975;107;влъх;(влъх).в.ов.ьн.ъ;влъхвовьнъ;2/a;;62, 811
976;107;влъх;(влъх).в.ъ;влъхвъ;2/m;;62, 811
977;107;влъш;(влъш).ьб.а;влъшьба;2/f;;62, 811
978;107;влъш;(влъш).ьб.ьн.ъ;влъшьбьнъ;2/a;;62, 811
979;107;влъш;(влъш).ьск.ъ;влъшьскъ;2/a;;62, 811
980;107;влъш;(влъш).ьств.ьЁ.е;влъшьствиЕ;2/n;;62, 811
981;107;влъш;(влъш).ьств.о;влъшьство;2/n;;62, 811
982;77;вль;(вль).Н.а.т.и;вльНАти;7;;62, 771
983;77;вль;(вль).Н.ен.ьЁ.е;вльНЕниЕ;2/n;;62, 771
984;105;вльк;(вльк).ъ;влькъ;2/m;;62, 772
985;77;вль;(вль).н.а;вльна1;2/f;;62, 771
986;108;вльн;(вльн).а;вльна2;2/f;;62
989;77;вль;(вль).н.и.т.и;вльнити;1;;62, 771
990;77;вль;(вль).н.ьн.ъ;вльньнъ;2/a;;62, 771
991;105;вльч;(вльч).ьц.ь;вльчьць;2/m;;62, 772
992;105;влэк;(влэк).т.и;влэщи;4c*(;см. п.  502;62, 772
993;96;воЁ;(воЁ).ев.а.т.и;воЕвати;6;;732
1002;75;воЖ;(воЖ).ь;воЖь;2/m;;661, 666
1004;85;воЛ;(воЛ).а;воЛА;2/f;;810
1005;111;воН;(воН).а;воНА;2/f;;812
1006;111;воН;(воН).а.т.и;воНАти;7;;812
1007;109;вод;(вод).а;вода;2/f;;
1008;75;вод;(вод).и.т.и;водити;1;;661, 666
1019;109;вод;(вод).ьн.ъ;водьнъ;2/a;;
1020;84;воз;(воз).ъ;возъ;2/m;;661
1021;96;воЁ;(воЁ).ин.ъ;воинъ;2/m;;732
1022;96;воЁ;(воЁ).ин.ьств.о;воиньство;2/n;;732
1023;96;воЁ;(воЁ).ьск.а;воиска;2/f;;732
1025;85;вол;(вол).и.т.и;волити;1;;810
1026;110;вол;(вол).ов.ьн.ъ;воловьнъ;2/a;;
1027;110;вол;(вол).ъ;волъ;2/m;;
1028;85;вол;(вол).ьн.ъ;вольнъ;2/a;;810
1029;112;воск;(воск).ъ;воскъ;2/m;;
1030;113;вощаг;((вощаг)).а;вощага;2/f;;
1031;114;враб;(враб).ьЁ.ь;врабии;2/m;;62
1032;115;враг;(враг).ъ;врагъ;2/m;;62
1033;115;враж;(враж).ен.ьЁ.е;вражениЕ;2/n;;62
1034;115;враж;(враж).ьЁ.ь;вражии;2/a;;62
1035;115;враж;(враж).ьд.а;вражьда;2/f;;62
1036;115;враж;(враж).ьд.ов.а.т.и;вражьдовати;6;;62
1295;414;кор;въ.(кор).ен.и.т.и;въкоренити;1;;
1297;459;куп;въ.(куп).ьн.ъ;въкупьнъ;2/a;;
1299;462;кус;въ.(кус).и.т.и;въкусити;1;;
1300;462;кус;въ.(кус).ъ;въкусъ;2/m;;
1301;462;куш;въ.(куш).а.т.и;въкушати;7;;
1302;462;куш;въ.(куш).ен.ьЁ.е;въкушениЕ;2/n;;
1303;474;кыс;въ.(кыс).н.й.т.и;въкыснйти;5;;
1304;474;кыс;въ.(кыс).э.т.и;въкысэти;7;;
1305;77;въл;(въл).а.т.и;вълати;7;;62, 771
1306;482;лаг;въ.(лаг).а.л.ищ.е;вълагалище;2/n;;827
1307;482;лаг;въ.(лаг).а.т.и;вълагати;7;;827
1308;484;лаз;въ.(лаз).и.т.и;вълазити;1;;662
1309;484;лаз;въ.(лаз).ъ;вълазъ;2/m;;662
1311;482;леж;въ.(леж).э.т.и;вълежати;2;;827
1312;491;лиЁ;въ.(лиЁ).а.т.и;вълиАти;3*;;736
1313;491;ли;въ.(ли).в.а.т.и;въливати;7;;736
1314;491;ли;въ.(ли).т.и;вълити;4h*);;736
1315;491;ли;въ.(ли).т.ьЁ.е;вълитиЕ;2/n;;736
1316;501;лов;въ.(лов).ьн.ъ;въловьнъ;2/a;;
1317;482;лож;въ.(лож).ен.ьЁ.е;въложениЕ;2/n;;827
1318;482;лож;въ.(лож).и.т.и;въложити;1;;827
1319;499;льст;въ.(льст).и.т.и;въльстити;1;;659
1320;484;лэз;въ.(лэз).т.и;вълэсти;4c;;662
1323;545;мет;въ.(мет).а.т.и;въметати;3°;;661, 669
1324;550;мэн;въ.(мэн).и.т.и;въмэнити;1;;686
1326;592;мэст;въ.(мэст).и.т.и;въмэстити;1;;
1327;545;мэт;въ.(мэт).а.т.и;въмэтати;7;;661, 669
1328;592;мэщ;въ.(мэщ).а.т.и;въмэщати;7;;
1334;10;ап;въ.не.за.(ап).ъ;вънезаапъ;2/a;;655
1336;607;нес;въ.(нес).ен.ьЁ.е;вънесениЕ;2/n;;661, 670
1337;607;нес;въ.(нес).т.и;вънести;4c;;661, 670
1338;334;им;вън.(им).а.т.и;вънимати;7;;655, 691
1339;609;низ;въ.(низ).т.и;вънисти;4c*(;;671
1340;329;и;вън.(и).т.и;вънити;0;;826
1343;1120;йтр;вън.(йтр).ьН.ь;вънйтрьНь;2/a;;
1345;609;ноз;въ.(ноз).и.т.и;вънозити;1;;671
1346;607;нос;въ.(нос).и.т.и;въносити;1;;661, 670
1348;1020;уш;вън.(уш).и.т.и;вънушити;1;;
1350;609;ньз;въ.(ньз).н.й.т.и;въньзнйти;5;;671
1351;334;ьм;вън.(ьм).а.т.и;въньмати;3*;;655, 691
1356;128;вън;(вън).э.ш.ьН.ь;вънэшьНь;2/a;;
1358;334;я;вън.(я).т.и;въняти;4h;;655, 691
1037;115;враж;(враж).ьск.ъ;вражьскъ;2/a;;62
1038;116;вран;(вран).ъ;вранъ;2/m;;62
1039;89;вра;(вра).т.а;врата;2/n;;62, 745
1040;89;вра;(вра).т.аР.ь;вратаРь;2/m*;;62, 745
1041;89;вра;(вра).т.аР.иц.а;вратаРица;2/f;;62, 745
1042;117;врат;(врат).и.т.и;вратити;1;;62, 746
1043;117;врат;(врат).ъ;вратъ 1;2/m;;62, 746
1044;89;вра;(вра).т.ъ;вратъ 2;2/m;;62, 745
1045;117;врат;(врат).ък.ъ;вратъкъ;2/a;;62, 746
1046;89;вра;(вра).т.ьн.ик.ъ;вратьникъ;2/m;;62, 745
1047;118;врач;(врач).ев.а.т.и;врачевати;6;;62
1048;118;врач;(врач).ев.ъ;врачевъ;2/a;;62
1049;118;врач;(врач).ев.ьн.ъ;врачевьнъ;2/a;;62
1050;118;врач;(врач).ев.ьск.ъ;врачевьскъ;2/a;;62
1051;118;врач;(врач).ь;врачь;2/m;;62
1052;118;врач;(врач).ьб.а;врачьба;2/f;;62
1053;118;врач;(врач).ьб.ьн.ъ;врачьбьнъ;2/a;;62
1054;119;врьб;(врьб).ьЁ.е;врьбиЕ;2/n;;62
1055;119;врьб;(врьб).ьн.иц.а;врьбьница;2/f;;62
1056;120;врьв;(врьв).ь;врьвь;1/f;;62
1057;121;врьж;(врьж).ен.ьЁ.е;врьжениЕ;2/n;;62, 747
1058;124;врьт;(врьт).т.а;врьста;2/f;;62
1064;123;врьт;(врьт).ъ;врьтъ;2/m;;62
1066;125;врьтъп;((врьтъп)).ъ;врьтъпъ;2/m;;62
1067;117;врьт;(врьт).э.т.и;врьтэти;2;;62, 746
1068;126;врьх;(врьх).ов.ьН.ь;врьховьНь;2/a;;62
1070;126;врьх;(врьх).ъ;врьхъ;2/m;;62
1071;127;врэЖ;(врэЖ).а.т.и;врэЖати;7;;62
1072;127;врэЖ;(врэЖ).ен.ьЁ.е;врэЖениЕ;2/n;;62
1073;127;врэд;(врэд).и.т.и;врэдити;1;;62
1074;127;врэд;(врэд).ъ;врэдъ;2/m;;62
1075;127;врэд;(врэд).ьн.ъ;врэдьнъ;2/a;;62
1076;117;врэт;(врэт).м.ен.ьн.ъ;врэменьнъ;2/a;;62, 746
1077;117;врэт;(врэт).м.я;врэмя;0/n;;62, 746
1078;89;врэ;(врэ).т.ищ.е;врэтище;2/n;;62, 745
1079;121;врэг;(врэг).т.и;врэщи;4c*(;;62, 747
1081;;;;въАхати;;см.въАти;
1082;280;жел;въз.(жел).а.т.и;въЖелати;7;;
1083;280;жел;въз.(жел).э.т.и;въЖелэти;7;;
1084;303;жяд;въз.(жяд).а.т.и;въЖядати;3;;
1089;69;бэг;въ.(бэг).а.т.и;въбэгати;7;;
1090;69;бэг;въ.(бэг).н.й.т.и;въбэгнйти;5;;
1091;75;вед;въ.(вед).ен.ьЁ.е;въведениЕ;2/n;;661, 666
1092;75;вед;въ.(вед).т.и;въвести;4c;;661, 666
1093;105;влэк;въ.(влэк).т.и;въвлэщи;4c*(;см. п.  502;62, 772
1094;75;вод;въ.(вод).и.т.и;въводити;1;;661, 666
1095;89;врэ;въ.(врэ).т.и;въврэти;4h*(;;62, 745
1096;121;врэг;въ.(врэг).т.и;въврэщи;4c*(;;62, 747
1097;139;вэ;въ.(вэё).а.т.и;въвэАти;3;;
1098;146;вэр;въ.(вэр).и.т.и;въвэрити;1;;
1099;101;вэс;въ.(вэс).и.т.и;въвэсити;1;;663
1100;151;гаЖ;въ.(гаЖ).а.н.ьЁ.е;въгаЖаниЕ;2/n;;657
1101;151;гаЖ;въ.(гаЖ).а.т.и;въгаЖати;7;;657
1102;162;глаш;въ.(глаш).ен.ьЁ.е;въглашениЕ;2/n;;819
1103;169;глйб;въ.(глйб).и.т.и;въглйбити;1;;
1104;173;гнэЖ;въ.(гнэЖ).а.т.и;въгнэЖати;7;;
1105;173;гнэзд;въ.(гнэзд).и.т.и;въгнэздити;1;;
1106;151;год;въ.(год).и.т.и;въгодити;1;;657
1107;151;год;въ.(год).ьн.ик.ъ;въгодьникъ;2/m;;657
1108;151;год;въ.(год).ьн.ъ;въгодьнъ;2/a;;657
1109;216;да;въ.(даё).а.т.и;въдаАти;3;;820
1110;216;да;въ.(да).т.и;въдати;0;;820
1111;221;дваР;въ.(дваР).а.т.и;въдваРАти;7;;678, 821
1112;221;двор;въ.(двор).и.т.и;въдворити;1;;678, 821
1113;257;дрйж;въ.(дрйж).а.т.и;въдрйжати;7;;
1114;257;дрйж;въ.(дрйж).и.т.и;въдрйжити;1;;
1115;259;ду;въ.(ду).н.й.т.и;въдунйти;5;;653
1116;261;дъх;въ.(дъх).н.й.т.и;въдъхнйти;5;;706
1117;225;дэ;въ.(дэ).т.и;въдэти;0;;822
1119;279;жэг;въ.(жэг).а.т.и;въжагати;7;;668
1120;279;жег;въ.(жег).т.и;въжещи;4c@;;668
1121;279;жиЗ;въ.(жиЗ).а.т.и;въжиЗати;7;;668
1125;530;ЛубЛ;въз.(ЛубЛ).ен.ьЁ.е;възЛюбЛЕниЕ;2/n;;
1126;530;ЛубЛ;въз.(ЛубЛ).ен.ик.ъ;възЛюбЛЕникъ;2/m;;
1127;530;Луб;въз.(Луб).и.т.и;възЛюбити;1;;
1128;98;вид;въ.за.(вид).э.т.и;възавидэти;2;;
1129;408;кон;въ.за.(кон).ьЁ.е;възакониЕ;2/n;;
1130;408;кон;въ.за.(кон).и.т.и;възаконити;1;;
1132;9;алък;въз.(алък).а.т.и;възалъкати;3;;807
1134;23;би;въз.(би).т.и;възбити;4h*);;679, 730
1137;38;боЁ;въз.(боЁ).э.т.и;възбоАти;2;;
1138;42;бра;въз.(бра).Н.а.т.и;възбраНАти;7;;743
1139;42;бра;въз.(бра).н.и.т.и;възбранити;1;;743
1140;62;бу;въз.(буё).а.н.ьЁ.е;възбуАниЕ;2/n;;
1141;63;буЖ;въз.(буЖ).а.т.и;възбуЖати;7;;704
1142;63;буд;въз.(буд).и.т.и;възбудити;1;;704
1143;63;бъд;въз.(бъд).н.й.т.и;възбънйти;5;;704
1144;24;бьр;въз.(бьр).а.т.и;възбьрати;3°*;;742
1145;72;бэс;въз.(бэс).и.т.и;възбэсити;1;;
1146;72;бэс;въз.(бэс).ов.а.т.и;възбэсовати;6;;
1147;72;бэс;въз.(бэс).ьн.э.т.и;възбэсьнэти;7;;
1148;72;бэш;въз.(бэш).а.т.и;възбэшати;7;;
1149;72;бэш;въз.(бэш).ен.ьЁ.е;възбэшениЕ;2/n;;
1150;77;вал;въз.(вал).и.т.и;възвалити;1;;62, 771
1151;81;вар;въз.(вар).и.т.и;възварити;1;;678, 809
1153;86;вел;въз.(вел).ич.а.т.и;възвеличати;7;;
1154;86;вел;въз.(вел).ич.и.т.и;възвеличити;1;;
1155;90;вес;въз.(вес).еЛ.а.т.и;възвесеЛАти;7;;
1156;90;вес;въз.(вес).ел.и.т.и;възвеселити;1;;
1157;75;вед;въз.(вед).т.и;възвести;4c;;661, 666
1158;97;ви;въз.(ви).т.ьЁ.е;възвитиЕ;2/n;;
1160;75;вод;въз.(вод).и.т.и;възводити;1;;661, 666
1161;117;врат;въз.(врат).и.т.и;възвратити;1;;62, 746
1162;117;вращ;въз.(вращ).а.т.и;възвращати;7;;62, 746
1163;117;вращ;въз.(вращ).ен.ьЁ.е;възвращениЕ;2/n;;62, 746
1165;121;врэг;въз.(врэг).т.и;възврэщи;4c*(;;62, 747
1166;133;выс;въз.(выс).и.т.и;възвысити;1;;
1167;133;выш;въз.(выш).ен.ьЁ.е;възвышениЕ;2/n;;
1169;139;вэ;въз.(вэё).а.н.ьЁ.е;възвэАниЕ;2/n;;
1170;139;вэ;въз.(вэё).а.т.и;възвэАти;3;;
1171;146;вэр;въз.(вэр).ов.а.т.и;възвэровати;6;;
1172;101;вэс;въз.(вэс).и.т.и;възвэсити;1;;663
1173;140;вэд;въз.(вэд).т.и.т.и;възвэстити;1;;
1175;140;вэд;въз.(вэд).щ.а.т.и;възвэщати;7;;
1176;140;вэд;въз.(вэд).щ.ен.ьЁ.е;възвэщениЕ;2/n;;
1177;148;вяз;въз.(вяз).а.т.и;възвязати;3;;655, 817
1178;154;гар;въз.(гар).а.т.и;възгарати;7;;749
1179;158;глав;въз.(глав).ьн.иц.а;възглавьница;2/f;;
1180;159;гла.гол;въз.((гла.гол)).а.т.и;възглаголати;3;;819, 835
1181;162;глас;въз.(глас).и.т.и;възгласити;1;;819
1182;162;глаш;въз.(глаш).а.т.и;възглашати;7;;819
1183;162;глаш;въз.(глаш).ен.ьЁ.е;възглашениЕ;2/n;;819
1184;175;гнйш;въз.(гнйш).а.т.и;възгнйшати;7;;
1185;174;гнэт;въз.(гнэт).и.т.и;възгнэтити;1;;
1186;154;гор;въз.(гор).э.т.и;възгорэти;2;;749
1187;192;граЖ;въз.(граЖ).а.т.и;възграЖати;7;;
1188;192;граЖ;въз.(граЖ).ен.ьЁ.е;възграЖениЕ;2/n;;
1189;192;град;въз.(град).и.т.и;възградити;1;;
1190;197;гръд;въз.(гръд).э.н.ьЁ.е;възгръдэниЕ;2/n;;
1191;196;гръм;въз.(гръм).э.т.и;възгръмэти;2;;664, 681
1192;216;да;въз.(даё).а.н.ьЁ.е;въздаАниЕ;2/n;;820
1193;216;да;въз.(даё).а.т.и;въздаАти;3;;820
1194;216;да;въз.(да).н.ьЁ.е;възданиЕ;2/n;;820
1195;216;да;въз.(да).т.еЛ.ь;въздатеЛь;2/m*;;820
1196;216;да;въз.(да).т.и;въздати;0;;820
1197;222;двиЗ;въз.(двиЗ).а.т.и;въздвиЗати;7;;
1198;222;двиг;въз.(двиг).н.й.т.и;въздвигнйти;5;;
1199;222;двиг;въз.(двиг).ъ;въздвигъ;2/m;;
1200;222;движ;въз.(движ).ен.ьЁ.е;въздвижениЕ;2/n;;
1201;231;див;въз.(див).ьЁ.а.т.и;въздивиАти;7;;
1202;230;див;въз.(див).и.т.и;въздивити;1;;
1204;220;дир;въз.(дир).а.т.и;въздирати;7;;750
1205;752;рад;въз.(рад).ов.а.т.и;въздрадовати;6;;
1206;754;раж;въз.(раж).а.т.и;въздражати;7;;662
1207;754;раз;въз.(раз).и.т.и;въздразити;1;;662
1208;762;раст;въз.(раст).ен.ьЁ.е;въздрастениЕ;2/n;;
1209;762;раст;въз.(раст).т.и;въздрасти;4c;;
1210;762;раст;въз.(раст).и.т.и;въздрастити;1;;
1211;762;раст;въз.(раст).ъ;въздрастъ;2/m;;
1212;762;ращ;въз.(ращ).а.т.и;въздращати;7;;
1214;769;ри;въз.(ри).н.й.т.и;въздринйти;5;;739
1215;780;ру;въз.(ру).т.и;въздрути;4h);;718
1216;773;ръв;въз.(ръв).а.н.ьЁ.е;въздръваниЕ;2/n;;717
1217;786;рыд;въз.(рыд).а.т.и;въздрыдати;7;;
1218;787;рьв;въз.(рьв).ьн.ов.а.т.и;въздрьвьновати;6;;
1219;250;дрьж;въз.(дрьж).э.н.ьЁ.е;въздрьжаниЕ;2/n;;
1220;250;дрьж;въз.(дрьж).э.н.ьн.ъ;въздрьжаньнъ;2/a;;
1221;250;дрьж;въз.(дрьж).э.т.и;въздрьжати;2;;
1222;254;дрэм;въз.(дрэм).а.т.и;въздрэмати;3;;
1223;259;ду;въз.(ду).н.й.т.и;въздунйти;5;;653
1224;261;дух;въз.(дух).ъ;въздухъ;2/m;;706
1225;261;душ;въз.(душ).ьн.ъ;въздушьнъ;2/a;;706
1226;261;дъх;въз.(дъх).н.й.т.и;въздъхнйти;5;;706
1227;261;дых;въз.(дых).а.н.ьЁ.е;въздыханиЕ;2/n;;706
1228;261;дых;въз.(дых).а.т.и;въздыхати;7;;706
1229;220;дьр;въз.(дьр).а.т.и;въздьрати;3°*;;750
1230;225;дэ;въз.(дэё).а.т.и;въздэАти;3;;822
1231;225;дэ;въз.(дэ).л.а.т.и;въздэлати;7;;822
1232;225;дэ;въз.(дэ).т.и;въздэти;0;;822
1233;332;игр;въз.(игр).а.т.и;възиграти;7;;655
1234;334;им;въз.(им).а.н.ьЁ.е;възиманиЕ;2/n;;655, 691
1235;334;им;въз.(им).а.т.и;възимати;7;;655, 691
1236;309;зир;въз.(зир).а.т.и;възирати;7;;62, 753
1237;335;иск;въз.(иск).а.н.ьЁ.е;възисканиЕ;2/n;;655
1238;335;иск;въз.(иск).а.т.еЛ.ь;възискатеЛь;2/m*;;655
1239;335;иск;въз.(иск).а.т.и;възискати;3°;;655
1240;335;иск;въз.(иск).ов.а.т.и;възисковати;6;;655
1241;329;и;въз.(и).т.и;възити;0;;826
1243;482;лаг;въз.(лаг).а.т.и;възлагати;7;;827
1246;482;леж;въз.(леж).э.т.и;възлежати;2;;827
1247;490;лет;въз.(лет).э.т.и;възлетэти;2;;
1248;482;лег;въз.(лег).т.и;възлещи;0;;827
1249;491;лиЁ;въз.(лиЁ).а.т.и;възлиАти;3*;;736
1250;491;ли;въз.(ли).в.а.т.и;възливати;7;;736
1251;482;лож;въз.(лож).и.т.и;възложити;1;;827
1252;482;лэг;въз.(лэг).а.н.ьЁ.е;възлэганиЕ;2/n;;827
1253;484;лэз;въз.(лэз).т.и;възлэсти;4c;;662
1254;535;маг;въз.(маг).а.т.и;възмагати;7;;657
1255;545;мет;въз.(мет).а.т.и;възметати;3°;;661, 669
1256;601;мйж;въз.(мйж).а.т.и;възмйжати;7;;
1257;597;мйт;въз.(мйт).и.т.и;възмйтити;1;;697
1258;597;мйщ;въз.(мйщ).а.т.и;възмйщати;7;;697
1259;597;мйщ;въз.(мйщ).ен.ьЁ.е;възмйщениЕ;2/n;;697
1260;535;мож;въз.(мож).ьн.ъ;възможьнъ;2/a;;657
1261;535;мог;въз.(мог).т.и;възмощи;4c;;657
1262;581;мьзд;въз.(мьзд).ьЁ.е;възмьздиЕ;2/n;;
1263;590;мэр;въз.(мэр).и.т.и;възмэрити;1;;
1264;545;мэт;въз.(мэт).а.т.и;възмэтати;7;;661, 669
1265;597;мят;въз.(мят).т.и;възмясти;4c;;697
1267;98;вид;въз.не.на.(вид).э.т.и;възненавидэти;2;;
1268;737;пьщ;въз.не.(пьщ).ев.а.т.и;възнепьщевати;6;;
1269;607;нес;въз.(нес).ен.ьЁ.е;възнесениЕ;2/n;;661, 670
1270;607;нес;въз.(нес).т.и;възнести;4c;;661, 670
1271;610;ник;въз.(ник).н.й.т.и;възникнйти;5;;
1272;607;нос;въз.(нос).и.т.и;възносити;1;;661, 670
1273;607;нош;въз.(нош).ен.ьЁ.е;възношениЕ;2/n;;661, 670
1274;609;ньз;въз.(ньз).н.й.т.и;възньзнйти;5;;671
1275;309;зор;въ.(зор).ъ;възоръ;2/m;;62, 753
1277;346;Ёар;възъ.(Ёар).и.т.и;възъАрити;1;;
1278;323;зъв;въз.(зъв).а.н.ьЁ.е;възъваниЕ;2/n;;678, 708
1279;323;зъв;въз.(зъв).а.т.и;възъвати;3°*;;678, 708
1280;129;ъп;въз.(ъп).и.т.и;възъпити;0;;813
1283;323;зыв;въз.(зыв).а.т.и;възывати;7;;678, 708
1284;334;ьм;въз.(ьм).а.т.и;възьмати;3*;;655, 691
1285;309;зьр;въз.(зьр).э.н.ьЁ.е;възьрэниЕ;2/n;;62, 753
1286;309;зьр;въз.(зьр).э.т.и;възьрэти;2;;62, 753
1287;;;;възэхати;;см. възэти;
1288;334;я;въз.(я).т.и;възяти;4h;;655, 691
