root_number;root_form;mphl;norm;par_index;class;extent;reference
104;влад;(влад).т.еЛ.ь;властеЛь;2/m+;n;;62
104;влад;(влад).т.еЛ.ьск.ъ;властеЛьскъ;2/a;a;;62
104;влад;(влад).т.и;власти;4c;v;;62
104;влад;(влад).т.ь;власть;1/f;n;;62
106;влас;(влас).ъ;власъ;2/m;n;;62
106;влас;(влас).эн.ъ;власэнъ;2/a;a;;62
105;влач;(влач).и.т.и;влачити;1;v;;62, 772
107;влъс;(влъс).н.й.т.и;влъснйти;5;v;;62, 811
107;влъх;(влъх).в.ов.а.н.ьЁ.е;влъхвованиЕ;2/n;n;;62, 811
107;влъх;(влъх).в.ов.ьн.ъ;влъхвовьнъ;2/a;a;;62, 811
107;влъх;(влъх).в.ъ;влъхвъ;2/m;n;;62, 811
107;влъш;(влъш).ьб.а;влъшьба;2/f;n;;62, 811
107;влъш;(влъш).ьб.ьн.ъ;влъшьбьнъ;2/a;a;;62, 811
107;влъш;(влъш).ьск.ъ;влъшьскъ;2/a;a;;62, 811
107;влъш;(влъш).ьств.ьЁ.е;влъшьствиЕ;2/n;n;;62, 811
107;влъш;(влъш).ьств.о;влъшьство;2/n;n;;62, 811
77;вль;(вль).Н.а.т.и;вльНАти;7;v;;62, 771
77;вль;(вль).Н.ен.ьЁ.е;вльНЕниЕ;2/n;n;;62, 771
105;вльк;(вльк).ъ;влькъ;2/m;n;;62, 772
77;вль;(вль).н.а;вльна1;2/f;n;;62, 771
108;вльн;(вльн).а;вльна2;2/f;n;;62
77;вль;(вль).н.и.т.и;вльнити;1;v;;62, 771
77;вль;(вль).н.ьн.ъ;вльньнъ;2/a;a;;62, 771
105;вльч;(вльч).ьц.ь;вльчьць;2/m;n;;62, 772
105;влэк;(влэк).т.и;влэщи;4c*(;v;см. п.  502;62, 772
96;воЁ;(воЁ).ев.а.т.и;воЕвати;6;v;;732
75;воЖ;(воЖ).ь;воЖь;2/m;n;;661, 666
85;воЛ;(воЛ).а;воЛА;2/f;n;;810
111;воН;(воН).а;воНА;2/f;n;;812
111;воН;(воН).а.т.и;воНАти;7;v;;812
109;вод;(вод).а;вода;2/f;n;;
75;вод;(вод).и.т.и;водити;1;v;;661, 666
109;вод;(вод).ьн.ъ;водьнъ;2/a;a;;
84;воз;(воз).ъ;возъ;2/m;n;;661
96;воЁ;(воЁ).ин.ъ;воинъ;2/m;n;;732
96;воЁ;(воЁ).ин.ьств.о;воиньство;2/n;n;;732
96;воЁ;(воЁ).ьск.а;воиска;2/f;n;;732
85;вол;(вол).и.т.и;волити;1;v;;810
110;вол;(вол).ов.ьн.ъ;воловьнъ;2/a;a;;
110;вол;(вол).ъ;волъ;2/m;n;;
85;вол;(вол).ьн.ъ;вольнъ;2/a;a;;810
112;воск;(воск).ъ;воскъ;2/m;n;;
113;вощаг;((вощаг)).а;вощага;2/f;n;;
114;враб;(враб).ьЁ.ь;врабии;2/m;n;;62
115;враг;(враг).ъ;врагъ;2/m;n;;62
115;враж;(враж).ен.ьЁ.е;вражениЕ;2/n;n;;62
115;враж;(враж).ьЁ.ь;вражии;2/a;a;;62
115;враж;(враж).ьд.а;вражьда;2/f;n;;62
115;враж;(враж).ьд.ов.а.т.и;вражьдовати;6;v;;62
414;кор;въ.(кор).ен.и.т.и;въкоренити;1;v;;
459;куп;въ.(куп).ьн.ъ;въкупьнъ;2/a;a;;
462;кус;въ.(кус).и.т.и;въкусити;1;v;;
462;кус;въ.(кус).ъ;въкусъ;2/m;n;;
462;куш;въ.(куш).а.т.и;въкушати;7;v;;
462;куш;въ.(куш).ен.ьЁ.е;въкушениЕ;2/n;n;;
474;кыс;въ.(кыс).н.й.т.и;въкыснйти;5;v;;
474;кыс;въ.(кыс).э.т.и;въкысэти;7;v;;
77;въл;(въл).а.т.и;вълати;7;v;;62, 771
482;лаг;въ.(лаг).а.л.ищ.е;вълагалище;2/n;n;;827
482;лаг;въ.(лаг).а.т.и;вълагати;7;v;;827
484;лаз;въ.(лаз).и.т.и;вълазити;1;v;;662
484;лаз;въ.(лаз).ъ;вълазъ;2/m;n;;662
482;леж;въ.(леж).э.т.и;вълежати;2;v;;827
491;лиЁ;въ.(лиЁ).а.т.и;вълиАти;3*;v;;736
491;ли;въ.(ли).в.а.т.и;въливати;7;v;;736
491;ли;въ.(ли).т.и;вълити;4h*);v;;736
491;ли;въ.(ли).т.ьЁ.е;вълитиЕ;2/n;n;;736
501;лов;въ.(лов).ьн.ъ;въловьнъ;2/a;a;;
482;лож;въ.(лож).ен.ьЁ.е;въложениЕ;2/n;n;;827
482;лож;въ.(лож).и.т.и;въложити;1;v;;827
499;льст;въ.(льст).и.т.и;въльстити;1;v;;659
484;лэз;въ.(лэз).т.и;вълэсти;4c;v;;662
545;мет;въ.(мет).а.т.и;въметати;3o;v;;661, 669
550;мэн;въ.(мэн).и.т.и;въмэнити;1;v;;686
592;мэст;въ.(мэст).и.т.и;въмэстити;1;v;;
545;мэт;въ.(мэт).а.т.и;въмэтати;7;v;;661, 669
592;мэщ;въ.(мэщ).а.т.и;въмэщати;7;v;;
10;ап;въ.не.за.(ап).ъ;вънезаапъ;2/a;a;;655
607;нес;въ.(нес).ен.ьЁ.е;вънесениЕ;2/n;n;;661, 670
607;нес;въ.(нес).т.и;вънести;4c;v;;661, 670
334;им;вън.(им).а.т.и;вънимати;7;v;;655, 691
609;низ;въ.(низ).т.и;вънисти;4c*(;v;;671
329;и;вън.(и).т.и;вънити;0;v;;826
1120;йтр;вън.(йтр).ьН.ь;вънйтрьНь;2/a;a;;
609;ноз;въ.(ноз).и.т.и;вънозити;1;v;;671
607;нос;въ.(нос).и.т.и;въносити;1;v;;661, 670
1020;уш;вън.(уш).и.т.и;вънушити;1;v;;
609;ньз;въ.(ньз).н.й.т.и;въньзнйти;5;v;;671
334;ьм;вън.(ьм).а.т.и;въньмати;3*;v;;655, 691
128;вън;(вън).э.ш.ьН.ь;вънэшьНь;2/a;a;;
334;я;вън.(я).т.и;въняти;4h;v;;655, 691
115;враж;(враж).ьск.ъ;вражьскъ;2/a;a;;62
116;вран;(вран).ъ;вранъ;2/m;n;;62
89;вра;(вра).т.а;врата;2/n;n;;62, 745
89;вра;(вра).т.аР.ь;вратаРь;2/m+;n;;62, 745
89;вра;(вра).т.аР.иц.а;вратаРица;2/f;n;;62, 745
117;врат;(врат).и.т.и;вратити;1;v;;62, 746
117;врат;(врат).ъ;вратъ 1;2/m;n;;62, 746
89;вра;(вра).т.ъ;вратъ 2;2/m;n;;62, 745
117;врат;(врат).ък.ъ;вратъкъ;2/a;a;;62, 746
89;вра;(вра).т.ьн.ик.ъ;вратьникъ;2/m;n;;62, 745
118;врач;(врач).ев.а.т.и;врачевати;6;v;;62
118;врач;(врач).ев.ъ;врачевъ;2/a;a;;62
118;врач;(врач).ев.ьн.ъ;врачевьнъ;2/a;a;;62
118;врач;(врач).ев.ьск.ъ;врачевьскъ;2/a;a;;62
118;врач;(врач).ь;врачь;2/m;n;;62
118;врач;(врач).ьб.а;врачьба;2/f;n;;62
118;врач;(врач).ьб.ьн.ъ;врачьбьнъ;2/a;a;;62
119;врьб;(врьб).ьЁ.е;врьбиЕ;2/n;n;;62
119;врьб;(врьб).ьн.иц.а;врьбьница;2/f;n;;62
120;врьв;(врьв).ь;врьвь;1/f;n;;62
121;врьж;(врьж).ен.ьЁ.е;врьжениЕ;2/n;n;;62, 747
124;врьт;(врьт).т.а;врьста;2/f;n;;62
123;врьт;(врьт).ъ;врьтъ;2/m;n;;62
125;врьтъп;((врьтъп)).ъ;врьтъпъ;2/m;n;;62
117;врьт;(врьт).э.т.и;врьтэти;2;v;;62, 746
126;врьх;(врьх).ов.ьН.ь;врьховьНь;2/a;a;;62
126;врьх;(врьх).ъ;врьхъ;2/m;n;;62
127;врэЖ;(врэЖ).а.т.и;врэЖати;7;v;;62
127;врэЖ;(врэЖ).ен.ьЁ.е;врэЖениЕ;2/n;n;;62
127;врэд;(врэд).и.т.и;врэдити;1;v;;62
127;врэд;(врэд).ъ;врэдъ;2/m;n;;62
127;врэд;(врэд).ьн.ъ;врэдьнъ;2/a;a;;62
117;врэт;(врэт).м.ен.ьн.ъ;врэменьнъ;2/a;a;;62, 746
117;врэт;(врэт).м.я;врэмя;0/n;n;;62, 746
89;врэ;(врэ).т.ищ.е;врэтище;2/n;n;;62, 745
121;врэг;(врэг).т.и;врэщи;4c*(;v;;62, 747
;;;въАхати;;v;см.въАти;
280;жел;въз.(жел).а.т.и;въЖелати;7;v;;
280;жел;въз.(жел).э.т.и;въЖелэти;7;v;;
303;жяд;въз.(жяд).а.т.и;въЖядати;3;v;;
69;бэг;въ.(бэг).а.т.и;въбэгати;7;v;;
69;бэг;въ.(бэг).н.й.т.и;въбэгнйти;5;v;;
75;вед;въ.(вед).ен.ьЁ.е;въведениЕ;2/n;n;;661, 666
75;вед;въ.(вед).т.и;въвести;4c;v;;661, 666
105;влэк;въ.(влэк).т.и;въвлэщи;4c*(;v;см. п.  502;62, 772
75;вод;въ.(вод).и.т.и;въводити;1;v;;661, 666
89;врэ;въ.(врэ).т.и;въврэти;4h*(;v;;62, 745
121;врэг;въ.(врэг).т.и;въврэщи;4c*(;v;;62, 747
139;вэ;въ.(вэё).а.т.и;въвэАти;3;v;;
146;вэр;въ.(вэр).и.т.и;въвэрити;1;v;;
101;вэс;въ.(вэс).и.т.и;въвэсити;1;v;;663
151;гаЖ;въ.(гаЖ).а.н.ьЁ.е;въгаЖаниЕ;2/n;n;;657
151;гаЖ;въ.(гаЖ).а.т.и;въгаЖати;7;v;;657
162;глаш;въ.(глаш).ен.ьЁ.е;въглашениЕ;2/n;n;;819
169;глйб;въ.(глйб).и.т.и;въглйбити;1;v;;
173;гнэЖ;въ.(гнэЖ).а.т.и;въгнэЖати;7;v;;
173;гнэзд;въ.(гнэзд).и.т.и;въгнэздити;1;v;;
151;год;въ.(год).и.т.и;въгодити;1;v;;657
151;год;въ.(год).ьн.ик.ъ;въгодьникъ;2/m;n;;657
151;год;въ.(год).ьн.ъ;въгодьнъ;2/a;a;;657
216;да;въ.(даё).а.т.и;въдаАти;3;v;;820
216;да;въ.(да).т.и;въдати;0;v;;820
221;дваР;въ.(дваР).а.т.и;въдваРАти;7;v;;678, 821
221;двор;въ.(двор).и.т.и;въдворити;1;v;;678, 821
257;дрйж;въ.(дрйж).а.т.и;въдрйжати;7;v;;
257;дрйж;въ.(дрйж).и.т.и;въдрйжити;1;v;;
259;ду;въ.(ду).н.й.т.и;въдунйти;5;v;;653
261;дъх;въ.(дъх).н.й.т.и;въдъхнйти;5;v;;706
225;дэ;въ.(дэ).т.и;въдэти;0;v;;822
279;жэг;въ.(жэг).а.т.и;въжагати;7;v;;668
279;жег;въ.(жег).т.и;въжещи;4c@;v;;668
279;жиЗ;въ.(жиЗ).а.т.и;въжиЗати;7;v;;668
530;ЛубЛ;въз.(ЛубЛ).ен.ьЁ.е;възЛюбЛЕниЕ;2/n;n;;
530;ЛубЛ;въз.(ЛубЛ).ен.ик.ъ;възЛюбЛЕникъ;2/m;n;;
530;Луб;въз.(Луб).и.т.и;възЛюбити;1;v;;
98;вид;въ.за.(вид).э.т.и;възавидэти;2;v;;
408;кон;въ.за.(кон).ьЁ.е;възакониЕ;2/n;n;;
408;кон;въ.за.(кон).и.т.и;възаконити;1;v;;
9;алък;въз.(алък).а.т.и;възалъкати;3;v;;807
23;би;въз.(би).т.и;възбити;4h*);v;;679, 730
38;боЁ;въз.(боЁ).э.т.и;възбоАти;2;v;;
42;бра;въз.(бра).Н.а.т.и;възбраНАти;7;v;;743
42;бра;въз.(бра).н.и.т.и;възбранити;1;v;;743
62;бу;въз.(буё).а.н.ьЁ.е;възбуАниЕ;2/n;n;;
63;буЖ;въз.(буЖ).а.т.и;възбуЖати;7;v;;704
63;буд;въз.(буд).и.т.и;възбудити;1;v;;704
63;бъд;въз.(бъд).н.й.т.и;възбънйти;5;v;;704
24;бьр;въз.(бьр).а.т.и;възбьрати;3o*;v;;742
72;бэс;въз.(бэс).и.т.и;възбэсити;1;v;;
72;бэс;въз.(бэс).ов.а.т.и;възбэсовати;6;v;;
72;бэс;въз.(бэс).ьн.э.т.и;възбэсьнэти;7;v;;
72;бэш;въз.(бэш).а.т.и;възбэшати;7;v;;
72;бэш;въз.(бэш).ен.ьЁ.е;възбэшениЕ;2/n;n;;
77;вал;въз.(вал).и.т.и;възвалити;1;v;;62, 771
81;вар;въз.(вар).и.т.и;възварити;1;v;;678, 809
86;вел;въз.(вел).ич.а.т.и;възвеличати;7;v;;
86;вел;въз.(вел).ич.и.т.и;възвеличити;1;v;;
90;вес;въз.(вес).еЛ.а.т.и;възвесеЛАти;7;v;;
90;вес;въз.(вес).ел.и.т.и;възвеселити;1;v;;
75;вед;въз.(вед).т.и;възвести;4c;v;;661, 666
97;ви;въз.(ви).т.ьЁ.е;възвитиЕ;2/n;n;;
75;вод;въз.(вод).и.т.и;възводити;1;v;;661, 666
117;врат;въз.(врат).и.т.и;възвратити;1;v;;62, 746
117;вращ;въз.(вращ).а.т.и;възвращати;7;v;;62, 746
117;вращ;въз.(вращ).ен.ьЁ.е;възвращениЕ;2/n;n;;62, 746
121;врэг;въз.(врэг).т.и;възврэщи;4c*(;v;;62, 747
133;выс;въз.(выс).и.т.и;възвысити;1;v;;
133;выш;въз.(выш).ен.ьЁ.е;възвышениЕ;2/n;n;;
139;вэ;въз.(вэё).а.н.ьЁ.е;възвэАниЕ;2/n;n;;
139;вэ;въз.(вэё).а.т.и;възвэАти;3;v;;
146;вэр;въз.(вэр).ов.а.т.и;възвэровати;6;v;;
101;вэс;въз.(вэс).и.т.и;възвэсити;1;v;;663
140;вэд;въз.(вэд).т.и.т.и;възвэстити;1;v;;
140;вэд;въз.(вэд).щ.а.т.и;възвэщати;7;v;;
140;вэд;въз.(вэд).щ.ен.ьЁ.е;възвэщениЕ;2/n;n;;
148;вяз;въз.(вяз).а.т.и;възвязати;3;v;;655, 817
154;гар;въз.(гар).а.т.и;възгарати;7;v;;749
158;глав;въз.(глав).ьн.иц.а;възглавьница;2/f;n;;
159;гла.гол;въз.((гла.гол)).а.т.и;възглаголати;3;v;;819, 835
162;глас;въз.(глас).и.т.и;възгласити;1;v;;819
162;глаш;въз.(глаш).а.т.и;възглашати;7;v;;819
162;глаш;въз.(глаш).ен.ьЁ.е;възглашениЕ;2/n;n;;819
175;гнйш;въз.(гнйш).а.т.и;възгнйшати;7;v;;
174;гнэт;въз.(гнэт).и.т.и;възгнэтити;1;v;;
154;гор;въз.(гор).э.т.и;възгорэти;2;v;;749
192;граЖ;въз.(граЖ).а.т.и;възграЖати;7;v;;
192;граЖ;въз.(граЖ).ен.ьЁ.е;възграЖениЕ;2/n;n;;
192;град;въз.(град).и.т.и;възградити;1;v;;
197;гръд;въз.(гръд).э.н.ьЁ.е;възгръдэниЕ;2/n;n;;
196;гръм;въз.(гръм).э.т.и;възгръмэти;2;v;;664, 681
216;да;въз.(даё).а.н.ьЁ.е;въздаАниЕ;2/n;n;;820
216;да;въз.(даё).а.т.и;въздаАти;3;v;;820
216;да;въз.(да).н.ьЁ.е;възданиЕ;2/n;n;;820
216;да;въз.(да).т.еЛ.ь;въздатеЛь;2/m+;n;;820
216;да;въз.(да).т.и;въздати;0;v;;820
222;двиЗ;въз.(двиЗ).а.т.и;въздвиЗати;7;v;;
222;двиг;въз.(двиг).н.й.т.и;въздвигнйти;5;v;;
222;двиг;въз.(двиг).ъ;въздвигъ;2/m;n;;
222;движ;въз.(движ).ен.ьЁ.е;въздвижениЕ;2/n;n;;
231;див;въз.(див).ьЁ.а.т.и;въздивиАти;7;v;;
230;див;въз.(див).и.т.и;въздивити;1;v;;
220;дир;въз.(дир).а.т.и;въздирати;7;v;;750
752;рад;въз.(рад).ов.а.т.и;въздрадовати;6;v;;
754;раж;въз.(раж).а.т.и;въздражати;7;v;;662
754;раз;въз.(раз).и.т.и;въздразити;1;v;;662
762;раст;въз.(раст).ен.ьЁ.е;въздрастениЕ;2/n;n;;
762;раст;въз.(раст).т.и;въздрасти;4c;v;;
762;раст;въз.(раст).и.т.и;въздрастити;1;v;;
762;раст;въз.(раст).ъ;въздрастъ;2/m;n;;
762;ращ;въз.(ращ).а.т.и;въздращати;7;v;;
769;ри;въз.(ри).н.й.т.и;въздринйти;5;v;;739
780;ру;въз.(ру).т.и;въздрути;4h);v;;718
773;ръв;въз.(ръв).а.н.ьЁ.е;въздръваниЕ;2/n;n;;717
786;рыд;въз.(рыд).а.т.и;въздрыдати;7;v;;
787;рьв;въз.(рьв).ьн.ов.а.т.и;въздрьвьновати;6;v;;
250;дрьж;въз.(дрьж).э.н.ьЁ.е;въздрьжаниЕ;2/n;n;;
250;дрьж;въз.(дрьж).э.н.ьн.ъ;въздрьжаньнъ;2/a;a;;
250;дрьж;въз.(дрьж).э.т.и;въздрьжати;2;v;;
254;дрэм;въз.(дрэм).а.т.и;въздрэмати;3;v;;
259;ду;въз.(ду).н.й.т.и;въздунйти;5;v;;653
261;дух;въз.(дух).ъ;въздухъ;2/m;n;;706
261;душ;въз.(душ).ьн.ъ;въздушьнъ;2/a;a;;706
261;дъх;въз.(дъх).н.й.т.и;въздъхнйти;5;v;;706
261;дых;въз.(дых).а.н.ьЁ.е;въздыханиЕ;2/n;n;;706
261;дых;въз.(дых).а.т.и;въздыхати;7;v;;706
220;дьр;въз.(дьр).а.т.и;въздьрати;3o*;v;;750
225;дэ;въз.(дэё).а.т.и;въздэАти;3;v;;822
225;дэ;въз.(дэ).л.а.т.и;въздэлати;7;v;;822
225;дэ;въз.(дэ).т.и;въздэти;0;v;;822
332;игр;въз.(игр).а.т.и;възиграти;7;v;;655
334;им;въз.(им).а.н.ьЁ.е;възиманиЕ;2/n;n;;655, 691
334;им;въз.(им).а.т.и;възимати;7;v;;655, 691
309;зир;въз.(зир).а.т.и;възирати;7;v;;62, 753
335;иск;въз.(иск).а.н.ьЁ.е;възисканиЕ;2/n;n;;655
335;иск;въз.(иск).а.т.еЛ.ь;възискатеЛь;2/m+;n;;655
335;иск;въз.(иск).а.т.и;възискати;3o;v;;655
335;иск;въз.(иск).ов.а.т.и;възисковати;6;v;;655
329;и;въз.(и).т.и;възити;0;v;;826
482;лаг;въз.(лаг).а.т.и;възлагати;7;v;;827
482;леж;въз.(леж).э.т.и;възлежати;2;v;;827
490;лет;въз.(лет).э.т.и;възлетэти;2;v;;
482;лег;въз.(лег).т.и;възлещи;0;v;;827
491;лиЁ;въз.(лиЁ).а.т.и;възлиАти;3*;v;;736
491;ли;въз.(ли).в.а.т.и;възливати;7;v;;736
482;лож;въз.(лож).и.т.и;възложити;1;v;;827
482;лэг;въз.(лэг).а.н.ьЁ.е;възлэганиЕ;2/n;n;;827
484;лэз;въз.(лэз).т.и;възлэсти;4c;v;;662
535;маг;въз.(маг).а.т.и;възмагати;7;v;;657
545;мет;въз.(мет).а.т.и;възметати;3o;v;;661, 669
601;мйж;въз.(мйж).а.т.и;възмйжати;7;v;;
597;мйт;въз.(мйт).и.т.и;възмйтити;1;v;;697
597;мйщ;въз.(мйщ).а.т.и;възмйщати;7;v;;697
597;мйщ;въз.(мйщ).ен.ьЁ.е;възмйщениЕ;2/n;n;;697
535;мож;въз.(мож).ьн.ъ;възможьнъ;2/a;a;;657
535;мог;въз.(мог).т.и;възмощи;4c;v;;657
581;мьзд;въз.(мьзд).ьЁ.е;възмьздиЕ;2/n;n;;
590;мэр;въз.(мэр).и.т.и;възмэрити;1;v;;
545;мэт;въз.(мэт).а.т.и;възмэтати;7;v;;661, 669
597;мят;въз.(мят).т.и;възмясти;4c;v;;697
98;вид;въз.не.на.(вид).э.т.и;възненавидэти;2;v;;
737;пьщ;въз.не.(пьщ).ев.а.т.и;възнепьщевати;6;v;;
607;нес;въз.(нес).ен.ьЁ.е;възнесениЕ;2/n;n;;661, 670
607;нес;въз.(нес).т.и;възнести;4c;v;;661, 670
610;ник;въз.(ник).н.й.т.и;възникнйти;5;v;;
607;нос;въз.(нос).и.т.и;възносити;1;v;;661, 670
607;нош;въз.(нош).ен.ьЁ.е;възношениЕ;2/n;n;;661, 670
609;ньз;въз.(ньз).н.й.т.и;възньзнйти;5;v;;671
309;зор;въ.(зор).ъ;възоръ;2/m;n;;62, 753
346;Ёар;възъ.(Ёар).и.т.и;възъАрити;1;v;;
323;зъв;въз.(зъв).а.н.ьЁ.е;възъваниЕ;2/n;n;;678, 708
323;зъв;въз.(зъв).а.т.и;възъвати;3o*;v;;678, 708
129;ъп;въз.(ъп).и.т.и;възъпити;0;v;;813
323;зыв;въз.(зыв).а.т.и;възывати;7;v;;678, 708
334;ьм;въз.(ьм).а.т.и;възьмати;3*;v;;655, 691
309;зьр;въз.(зьр).э.н.ьЁ.е;възьрэниЕ;2/n;n;;62, 753
309;зьр;въз.(зьр).э.т.и;възьрэти;2;v;;62, 753
;;;възэхати;;v;см. възэти;
334;я;въз.(я).т.и;възяти;4h;v;;655, 691
334;я;въз.(я).т.ьЁ.е;възятиЕ;2/n;n;;655, 691
1112;ьн;въ.(ёьн).ьн.ъ;въиньнъ;2/a;a;;655, 804
339;испр;въ.(испр).ьН.ь;въиспрьНь;2/a;a;;655
411;коп;въ.(коп).а.т.и;въкопати;7;v;;
754;раз;въ.об.(раз).и.т.и;въобразити;1;v;;662
642;орйж;въ.((орйж)).и.т.и;въорйжити;1;v;;
129;въпЛ;(въпЛ).ь;въпЛь;2/m;n;;813
649;пад;въ.(пад).а.т.и;въпадати;7;v;;
649;пад;въ.(пад).ен.ьЁ.е;въпадениЕ;2/n;n;;
649;пад;въ.(пад).т.и;въпасти;4c;v;;
658;пер;въ.(пер).и.т.и;въперити;1;v;;760
660;печ;въ.(печ).эл.и.т.и;въпечалити;1;v;;665
129;въп;(въп).и.т.и;въпити;0;v;;813
671;плак;въ.(плак).а.т.и;въплакати;3;v;;
682;плът;въ.(плът).и.т.и;въплътити;1;v;;
681;плъч;въ.(плъч).ен.ьЁ.е;въплъчениЕ;2/n;n;;
681;плъч;въ.(плъч).и.т.и;въплъчити;1;v;;
682;плъщ;въ.(плъщ).ен.ьЁ.е;въплъщениЕ;2/n;n;;
703;прав;въ.(прав).ьд.и.т.и;въправьдити;1;v;;
707;праш;въ.(праш).а.н.ьЁ.е;въпрашаниЕ;2/n;n;;657
707;праш;въ.(праш).а.т.и;въпрашати;7;v;;657
707;прос;въ.(прос).и.т.и;въпросити;1;v;;657
707;прос;въ.(прос).ъ;въпросъ;2/m;n;;657
707;прош;въ.(прош).ен.ьЁ.е;въпрошениЕ;2/n;n;;657
724;пряг;въ.(пряг).т.и;въпрящи;4c;v;;698
730;пуст;въ.(пуст).и.т.и;въпустити;1;v;;
730;пущ;въ.(пущ).а.т.и;въпущати;7;v;;
666;пьс;въ.(пьс).а.т.и;въпьсати;3*;v;;659
