root_number;root_form;mphl;norm;par_index;class;extent;reference
929;сэн;(сэн).ь;сэнь;1/f;n;;
930;сэн;(сэн).ьн.иц.а;сэньница;2/f;n;;
798;сэд;(сэд).т.и;сэсти;0;v;;832
926;сэ;(сэ).т.и;сэти;4v;v;;
926;сэ;(сэ).т.ьЁ.е;сэтиЕ;2/n;n;;
932;сэт;(сэт).ов.а.н.ьЁ.е;сэтованиЕ;2/n;n;;
932;сэт;(сэт).ов.а.т.и;сэтовати;6;v;;
819;сэ;(сэ).т.ь;сэть;1/f;n;;663
932;сэт;(сэт).ьн.ъ;сэтьнъ;2/a;a;;
815;сэч;(сэч).ив.о;сэчиво;2/n;n;;658
815;сэч;(сэч).ь;сэчь;2/m;n;;658
815;сэч;(сэч).ьц.а;сэчьца;2/f;n;;658
815;сэч;(сэч).ьц.ь;сэчьць;2/m;n;;658
815;сэк;(сэк).т.и;сэщи;4c;v;;658
803;ся;((ся));ся;0/s;;;800
940;таЁ;(таЁ).а.т.и;таАти;3;v;;
939;та;(таё).ьб.ьн.ик.ъ;таибьникъ;2/m;n;;
939;та;(таё).ьб.ьн.ъ;таибьнъ;2/a;a;;
939;та;(таё).и.л.ищ.е;таилище;2/n;n;;
939;та;(таё).ин.а;таина;2/f;n;;
939;та;(таё).ьн.ъ;таинъ;2/a;a;;
939;та;(таё).и.т.и;таити;1;v;;
941;так;(так).а.н.ьЁ.е;таканиЕ;2/n;n;;661, 675
938;т;(т).ак.ов.ъ;таковъ;2/a;a;;801
938;т;(т).ак.ъ;такъ;2/p;;;801
941;ток;(ток).ъ;токъ;2/m;n;;661, 675
938;тол;((тол)).ик.ъ;толикъ;2/p;;;801
964;томЛ;(томЛ).ен.ьЁ.е;томЛЕниЕ;2/n;n;;
964;том;(том).и.т.еЛ.ь;томитеЛь;2/a;a;;
964;том;(том).и.т.еЛ.ь;томитеЛь;2/m+;n;;
964;том;(том).и.т.и;томити;1;v;;
948;топл;(топл).от.а;топлота;2/f;n;;661
948;топл;(топл).ъ;топлъ;2/a;a;;661
941;точ;(точ).ен.ьЁ.е;точениЕ;2/n;n;;661, 675
941;точ;(точ).и.л.о;точило;2/n;n;;661, 675
941;точ;(точ).и.т.и;точити;1;v;;661, 675
966;трав;(трав).и.т.и;травити;1;v;;728
967;трат;(трат).а.т.и;тратати;3;v;;
968;трепет;((трепет)).а.т.и;трепетати;3;v;;
968;трепет;((трепет)).ъ;трепетъ;2/m;n;;
968;трепет;((трепет)).ьн.ъ;трепетьнъ;2/a;a;;
965;тр;(тр).ет.ьЁ.ь;третии;2/a;a;;803
965;тр;(тр).ет.ьЁ.иц.а;третиица;2/f;n;;803
965;тр;(тр).ьЁ.е;триЕ;1/a;a;;803
969;тризн;((тризн)).а;тризна;2/f;n;;
985;трйбЛ;(трйбЛ).ен.ьЁ.е;трйбЛЕниЕ;2/n;n;;
985;трйб;(трйб).а;трйба;2/f;n;;
985;трйб;(трйб).и.т.и;трйбити;1;v;;
985;трйб;(трйб).ьн.ъ;трйбьнъ;2/a;a;;
986;трйд;(трйд).ов.ит.ъ;трйдовитъ;2/a;a;;
986;трйд;(трйд).ъ;трйдъ;2/m;n;;
984;трйс;(трйс).ъ;трйсъ;2/m;n;;700
987;трйт;(трйт).ъ;трйтъ;2/m;n;;
965;тр;(тр).оЁ.ь;трои;2/p;;;803
965;тр;(тр).оЁ.ьн.ъ;троинъ;2/a;a;;803
965;тр;(тр).оЁ.иц.а;троица;2/f;n;;803
965;тр;(тр).оЁ.ич.ьн.ъ;троичьнъ;2/a;a;;803
965;тр;(тр).оЁ.ич.ьск.ъ;троичьскъ;2/a;a;;803
970;трош;(трош).и.т.и;трошити;1;v;;
971;труЖ;(труЖ).а.н.ьЁ.е;труЖаниЕ;2/n;n;;
971;труЖ;(труЖ).а.т.и;труЖати;7;v;;
971;труд;(труд).и.т.и;трудити;1;v;;
971;труд;(труд).ъ;трудъ;2/m;n;;
971;труд;(труд).ьн.ъ;трудьнъ;2/a;a;;
972;труп;(труп).ьЁ.е;трупиЕ;2/n;n;;
972;труп;(труп).ъ;трупъ;2/m;n;;
974;тръг;(тръг).ъ;тръгъ;2/m;n;;
974;тръж;(тръж).ищ.е;тръжище;2/n;n;;
974;тръж;(тръж).ьн.ик.ъ;тръжьникъ;2/m;n;;
974;тръж;(тръж).ьств.о;тръжьство;2/n;n;;
976;тръх;(тръх).ът.ь;тръхъть;1/m;n;;
973;трьЗ;(трьЗ).а.н.ьЁ.е;трьЗаниЕ;2/n;n;;769
973;трьЗ;(трьЗ).а.т.и;трьЗати;3*;v;;769
977;трьн;(трьн).ьЁ.е;трьниЕ;2/n;n;;
977;трьн;(трьн).ов.ъ;трьновъ;2/a;a;;
977;трьн;(трьн).ъ;трьнъ;2/m;n;;
977;трьн;(трьн).эн.ъ;трьнэнъ;2/a;a;;
978;трьп;(трьп).э.л.ив.ъ;трьпэливъ;2/a;a;;
978;трьп;(трьп).э.н.ьЁ.е;трьпэниЕ;2/n;n;;
978;трьп;(трьп).э.т.и;трьпэти;2;v;;
979;трьст;(трьст).ьЁ.е;трьстиЕ;2/n;n;;
979;трьст;(трьст).ь;трьсть;1/f;n;;
954;трь;(трь).т.и;трьти;4hj;v;;768
981;трэб;(трэб).а;трэба;2/f;n;;
981;трэб;(трэб).ищ.е;трэбище;2/n;n;;
981;трэб;(трэб).ов.а.н.ьЁ.е;трэбованиЕ;2/n;n;;
981;трэб;(трэб).ов.а.т.и;трэбовати;6;v;;
981;трэб;(трэб).ьн.ик.ъ;трэбьникъ;2/m;n;;
981;трэб;(трэб).ьн.ъ;трэбьнъ;2/a;a;;
966;трэв;(трэв).а;трэва;2/f;n;;728
966;трэв;(трэв).ьн.ъ;трэвьнъ;2/a;a;;728
982;трэзв;(трэзв).ен.ьЁ.е;трэзвениЕ;2/n;n;;
982;трэзв;(трэзв).и.т.и;трэзвити;1;v;;
982;трэзв;(трэзв).ъ;трэзвъ;2/a;a;;
983;трэсн;(трэсн).ъ;трэснъ;2/m;n;;
984;тряс;(тряс).ав.иц.а;трясавица;2/f;n;;700
984;тряс;(тряс).т.и;трясти;4c;v;;700
988;туЖ;(туЖ).ь;туЖь;2/a;a;;
989;тук;(тук).ъ;тукъ;2/m;n;;
990;тул;(тул).ъ;тулъ;2/m;n;;
991;тур;(тур).ъ;туръ;2/m;n;;
989;туч;(туч).ьн.ъ;тучьнъ;2/a;a;;
938;т;(т).ъ;тъ;2/p;;;801
992;тък;(тък).а.н.ьЁ.е;тъканиЕ;2/n;n;;660
992;тък;(тък).а.т.и;тъкати;3o;v;;660
992;тък;(тък).н.й.т.и;тъкнйти;5;v;;660
993;тъм;(тъм).а;тъма;2/f;n;;
995;тъч;(тъч).ьн.ик.ъ;тъчьникъ;2/m;n;;
995;тъч;(тъч).ьн.ъ;тъчьнъ;2/a;a;;
997;тъщ;(тъщ).э.н.ьЁ.е;тъщаниЕ;2/n;n;;
997;тъщ;(тъщ).э.т.и;тъщати;2;v;;
996;тъщ;(тъщ).ет.а;тъщета;2/f;n;;
996;тъщ;(тъщ).ет.ьн.ъ;тъщетьнъ;2/a;a;;
997;тъщ;(тъщ).ив.ъ;тъщивъ;2/a;a;;
996;тъщ;(тъщ).ь;тъщь;2/a;a;;
997;тъщ;(тъщ).ьн.ъ;тъщьнъ;2/a;a;;
943;ты;((ты));ты;0/s;;;802
998;тыс;(тыс).йщ.и;тысйщи//;2/f+;n;;
998;тыс;(тыс).йщ.ьн.ик.ъ;тысйщьникъ//;2/m;n;;
998;тыс;(тыс).ящ.и;тысящи//;2/f+;n;;
998;тыс;(тыс).ящ.ьн.ик.ъ;тысящьникъ//;2/m;n;;
998;тыс;(тыс).ящ.ьн.ъ;тысящьнъ;2/a;a;;
999;тьЛ;(тьЛ).а;тьЛА;2/f;n;;
999;тьл;(тьл).и.т.еЛ.ь;тьлитеЛь;2/m+;n;;
999;тьл;(тьл).и.т.и;тьлити;1;v;;
1000;тьл;(тьл).о;тьло;2/n;n;;
999;тьл;(тьл).э.н.ьЁ.е;тьлэниЕ;2/n;n;;
999;тьл;(тьл).э.н.ьн.ъ;тьлэньнъ;2/a;a;;
999;тьл;(тьл).э.т.и;тьлэти;7;v;;
1002;тьм;(тьм).а;тьма;2/f;n;;
1002;тьм;(тьм).ьн.иц.а;тьмьница;2/f;n;;
1002;тьм;(тьм).ьн.ич.ьн.ик.ъ;тьмьничьникъ;2/m;n;;
1002;тьм;(тьм).ьн.ич.ьн.ъ;тьмьничьнъ;2/a;a;;
1002;тьм;(тьм).ьн.ъ;тьмьнъ;2/a;a;;
994;тън;(тън).ък.ъ;тънъкъ;2/a;a;;
1003;тьст;(тьст).ь;тьсть;1/m;n;;
1003;тьщ;(тьщ).а;тьща;2/f;n;;
1004;тэл;(тэл).ес.ьн.ъ;тэлесьнъ;2/a;a;;
1004;тэл;(тэл).о;тэло;0/n;n;;
1005;тэсн;(тэсн).ъ;тэснъ;2/a;a;;
957;тэш;(тэш).и.т.и;тэшити;1;v;;663
956;тэщ;(тэщ).и.т.и;тэщити;1;v;;663
1006;тяг;(тяг).н.й.т.и;тягнйти;5;v;;701
1006;тяг;(тяг).ост.ь;тягость;1/f;n;;701
1006;тяг;(тяг).от.а;тягота;2/f;n;;701
1006;тяг;(тяг).от.ьн.ъ;тяготьнъ;2/a;a;;701
1006;тяж;(тяж).а;тяжа;2/f;n;;701
1006;тяж;(тяж).э.т.еЛ.ь;тяжатеЛь;2/m+;n;;701
1006;тяж;(тяж).ест.ь;тяжесть;1/f;n;;701
1006;тяж;(тяж).ьк.ъ;тяжькъ;2/a;a;;701
1007;тят;(тят).ив.а;тятива;2/f;n;;
1113;эд;у.(ёэд).ен.ьЁ.е;уАдениЕ;2/n;n;;839
344;Ёазв;у.(Ёазв).и.т.и;уАзвити;1;v;;
1016;уН;(уН).ьё.ь;уНии;2/a++;a;;
1016;уН;(уН).ьш.ьЁ.ин.а;уНьшиина;2/f;n;;
355;Ёядр;у.(Ёядр).и.т.и;уЯдрити;1;v;;
334;я;у.(ёя).т.и;уЯти;4h;v;;655, 691
14;ба;у.(ба).л.ов.а.т.и;убаловати;6;v;;
23;биЁ;у.(биЁ).а.т.и;убиАти;7;v;;679, 730
23;бьЁ;у.(бьЁ).ен.ьЁ.е;убиЕниЕ;2/n;n;;679, 730
23;би;у.(би).в.а.н.ьЁ.е;убиваниЕ;2/n;n;;679, 730
23;би;у.(би).в.а.т.и;убивати;7;v;;679, 730
23;биЁ;у.(биЁ).ьств.о;убииство;2/n;n;;679, 730
23;биЁ;у.(биЁ).ьств.ьн.ъ;убииствьнъ;2/a;a;;679, 730
23;биЁ;у.(биЁ).ьц.а;убиица;2/f;n;;679, 730
23;би;у.(би).т.еЛ.ьн.ич.ьск.ъ;убитеЛьничьскъ;2/a;a;;679, 730
23;би;у.(би).т.и;убити;4h*);v;;679, 730
23;би;у.(би).т.ьЁ.е;убитиЕ;2/n;n;;679, 730
27;блаж;у.(блаж).и.т.и;ублажити;1;v;;
38;боЁ;у.(боЁ).э.т.и;убоАти;2;v;;
37;бог;у.(бог).ъ;убогъ;2/a;a;;
37;бож;у.(бож).ьств.о;убожьство;2/n;n;;
23;боЁ;у.(боЁ).ь;убои;2/m;n;;679, 730
23;боЁ;у.(боЁ).ьств.о;убоиство;2/n;n;;679, 730
23;боЁ;у.(боЁ).ьц.а;убоица;2/f;n;;679, 730
23;боЁ;у.(боЁ).ьч.ьн.ъ;убоичьнъ;2/a;a;;679, 730
50;брус;у.(брус).ъ;убрусъ;2/m;n;;703
63;буд;у.(буд).и.т.и;убудити;1;v;;704
69;бэг;у.(бэг).н.й.т.и;убэгнйти;5;v;;
70;бэд;у.(бэд).и.т.и;убэдити;1;v;;
69;бэж;у.(бэж).э.н.ьЁ.е;убэжаниЕ;2/n;n;;
69;бэж;у.(бэж).э.т.и;убэжати;2;v;;
69;бэж;у.(бэж).ищ.е;убэжище;2/n;n;;
69;бэж;у.(бэж).ьн.ъ;убэжьнъ;2/a;a;;
71;бэл;у.(бэл).и.т.и;убэлити;1;v;;
117;вращ;у.(вращ).а.т.и;увращати;7;v;;62, 746
122;врэз;у.(врэз).т.и;уврэсти;4c*(;v;;62, 678, 748
140;вэд;у.(вэд).э.н.ьЁ.е;увэдэниЕ;2/n;n;;
140;вэд;у.(вэд).э.т.и;увэдэти;0;v;;
146;вэр;у.(вэр).и.т.и;увэрити;1;v;;
146;вэр;у.(вэр).ов.а.т.и;увэровати;6;v;;
137;вэт;у.(вэт).ъ;увэтъ;2/m;n;;815
137;вэт;у.(вэт).ьн.ик.ъ;увэтьникъ;2/m;n;;815
137;вэщ;у.(вэщ).а.в.а.т.и;увэщавати;7;v;;815
137;вэщ;у.(вэщ).а.н.ьЁ.е;увэщаниЕ;2/n;n;;815
137;вэщ;у.(вэщ).а.т.и;увэщати;7;v;;815
147;вяЖ;у.(вяЖ).а.т.и;увяЖати;7;v;;816
147;вяд;у.(вяд).а.т.и;увядати;7;v;;816
148;вяз;у.(вяз).а.т.и;увязати;3;v;;655, 817
147;вяд;у.(вяд).н.й.т.и;увянйти;5;v;;816
148;вяз;у.(вяз).т.и;увясти;4c;v;;655, 817
151;гаЖ;у.(гаЖ).а.т.и;угаЖати;7;v;;657
155;гас;у.(гас).а.т.и;угасати;7;v;;
155;гас;у.(гас).и.т.и;угасити;1;v;;
155;гас;у.(гас).н.й.т.и;угаснйти;5;v;;
155;гаш;у.(гаш).ен.ьЁ.е;угашениЕ;2/n;n;;
169;глйб;у.(глйб).и.т.и;углйбити;1;v;;
173;гнэзд;у.(гнэзд).и.т.и;угнэздити;1;v;;
170;гнэт;у.(гнэт).а.т.и;угнэтати;7;v;;658
151;гоЖ;у.(гоЖ).ен.ьЁ.е;угоЖениЕ;2/n;n;;657
177;гобьЗ;у.((гобьЗ)).и.т.и;угобьЗити;1;v;;
151;год;у.(год).ьЁ.е;угодиЕ;2/n;n;;657
151;год;у.(год).и.т.и;угодити;1;v;;657
151;год;у.(год).ьн.ик.ъ;угодьникъ;2/m;n;;657
151;год;у.(год).ьн.ъ;угодьнъ;2/a;a;;657
189;готов;у.((готов)).а.н.ьЁ.е;уготованиЕ;2/n;n;;
189;готов;у.((готов)).а.т.и;уготовати;7;v;;
189;готов;у.((готов)).и.т.и;уготовити;1;v;;
219;даЛ;у.(даЛ).а.т.и;удаЛАти;7;v;;
220;даР;у.(даР).а.н.ьЁ.е;удаРАниЕ;2/n;n;;750
220;даР;у.(даР).ен.ьЁ.е;удаРЕниЕ;2/n;n;;750
217;давЛ;у.(давЛ).ен.ьЁ.е;удавЛЕниЕ;2/n;n;;
217;давЛ;у.(давЛ).ен.ин.а;удавЛЕнина;2/f;n;;
217;дав;у.(дав).и.т.и;удавити;1;v;;
219;дал;у.(дал).и.т.и;удалити;1;v;;
220;дар;у.(дар).и.т.и;ударити;1;v;;750
221;дваР;у.(дваР).а.т.и;удваРАти;7;v;;678, 821
221;двор;у.(двор).ьн.ик.ъ;удворьникъ;2/m;n;;678, 821
223;деб;у.(деб).ел.э.т.и;удебелэти;7;v;;
230;див;у.(див).и.т.и;удивити;1;v;;
235;добЛ;у.(добЛ).а.т.и;удобЛАти;7;v;;
235;доб;у.(доб).ъ;удобъ;2/a;a;;
235;доб;у.(доб).ьн.ъ;удобьнъ;2/a;a;;
237;дол;у.(дол).э.т.и;удолэти;7;v;;
258;дрйч;у.(дрйч).ен.ьЁ.е;удрйчениЕ;2/n;n;;
258;дрйч;у.(дрйч).и.т.и;удрйчити;1;v;;
250;дрьж;у.(дрьж).э.н.ьЁ.е;удрьжаниЕ;2/n;n;;
250;дрьж;у.(дрьж).э.н.ьн.ъ;удрьжаньнъ;2/a;a;;
250;дрьж;у.(дрьж).э.т.и;удрьжати;2;v;;
1011;уд;(уд).ъ;удъ;2/m;n;;
1011;уд;(уд).ьн.ъ;удьнъ;2/a;a;;
1023;хап;(хап).а.т.и;хапати;3;v;;837
1024;хваЛ;(хваЛ).ен.ьЁ.е;хваЛЕниЕ;2/n;n;;
1024;хвал;(хвал).а;хвала;2/f;n;;
1024;хвал;(хвал).и.т.и;хвалити;1;v;;
1024;хвал;(хвал).ьн.ъ;хвальнъ;2/a;a;;
1025;хват;(хват).а.т.и;хватати;7;v;;
1049;хйдож;((хйдож)).ьн.ик.ъ;хйдожьникъ;2/m;n;;
1049;хйдож;((хйдож)).ьств.ьЁ.е;хйдожьствиЕ;2/n;n;;
1049;хйдож;((хйдож)).ьств.о;хйдожьство;2/n;n;;
1028;хлад;(хлад).ъ;хладъ;2/m;n;;
1028;хлад;(хлад).ьн.ъ;хладьнъ;2/a;a;;
1029;хлап;(хлап).ъ;хлапъ;2/m;n;;
1036;хлйп;(хлйп).а.т.и;хлйпати;7;v;;
1031;хлъм;(хлъм).ъ;хлъмъ;2/m;n;;
1032;хлэб;(хлэб).ъ;хлэбъ;2/m;n;;
1032;хлэб;(хлэб).ьн.ъ;хлэбьнъ;2/a;a;;
1033;хлэв;(хлэв).ин.а;хлэвина;2/f;n;;
1033;хлэв;(хлэв).ъ;хлэвъ;2/m;n;;
1034;хляб;(хляб).ь;хлябь;1/f;n;;
271;дэб;у.(дэб).ен.ъ;удэбенъ;2/a;a;;
278;жас;у.(жас).а.т.и;ужасати;7;v;;
278;жас;у.(жас).ен.ьЁ.е;ужасениЕ;2/n;n;;
278;жас;у.(жас).и.т.и;ужасити;1;v;;
278;жас;у.(жас).н.й.т.и;ужаснйти;5;v;;
278;жас;у.(жас).т.ь;ужасть;1/f;n;;
278;жас;у.(жас).т.ьн.ъ;ужастьнъ;2/a;a;;
278;жас;у.(жас).ъ;ужасъ;2/m;n;;
278;жас;у.(жас).ьн.ъ;ужасьнъ;2/a;a;;
284;жест;у.(жест).оч.ен.ьЁ.е;ужесточениЕ;2/n;n;;
279;жег;у.(жег).т.и;ужещи;4c@;v;;668
1013;узд;(узд).а;узда;2/f;n;;
324;зъл;у.(зъл).об.и.т.и;узълобити;1;v;;
309;зьр;у.(зьр).э.т.и;узьрэти;2;v;;62, 753
879;ста;у.из.(ста).вЛ.ен.ьЁ.е;уиставЛЕниЕ;2/n;n;;657
340;ист;у.(ист).и.т.и;уистити;1;v;;655
340;ищ;у.(ищ).ен.ьЁ.е;уищениЕ;2/n;n;;655
369;каР;у.(каР).а.т.и;укаРАти;7;v;;657
363;каз;у.(каз).а.н.ьЁ.е;указаниЕ;2/n;n;;
363;каз;у.(каз).а.т.и;указати;3;v;;
363;каз;у.(каз).ъ;указъ;2/m;n;;
377;клаН;у.(клаН).а.т.и;уклаНАти;7;v;;657
377;клон;у.(клон).и.т.и;уклонити;1;v;;657
369;коР;у.(коР).ен.ьЁ.е;укоРЕниЕ;2/n;n;;657
414;кор;у.(кор).ен.и.т.и;укоренити;1;v;;
369;кор;у.(кор).и.зн.а;укоризна;2/f;n;;657
369;кор;у.(кор).и.зн.ьн.ъ;укоризньнъ;2/a;a;;657
369;кор;у.(кор).и.т.и;укорити;1;v;;657
369;кор;у.(кор).ъ;укоръ;2/m;n;;657
369;кор;у.(кор).ьн.ъ;укорьнъ;2/a;a;;657
428;крас;у.(крас).и.т.и;украсити;1;v;;
425;крад;у.(крад).т.и;украсти;4c;v;;
428;краш;у.(краш).а.т.и;украшати;7;v;;
428;краш;у.(краш).ен.ьЁ.е;украшениЕ;2/n;n;;
426;кроЁ;у.(кроЁ).ь;укрои;2/m;n;;657
1014;укроп;((укроп)).ъ;укропъ;2/m;n;;
441;крот;у.(крот).и.т.и;укротити;1;v;;
441;крот;у.(крот).э.т.и;укротэти;7;v;;
443;крух;у.(крух).ъ;укрухъ;2/m;n;;
438;кры;у.(кры).т.и;укрыти;4h*%);v;;679, 710
453;крэпЛ;у.(крэпЛ).а.т.и;укрэпЛАти;7;v;;
453;крэп;у.(крэп).и.т.и;укрэпити;1;v;;
453;крэп;у.(крэп).э.т.и;укрэпэти;7;v;;
481;лавЛ;у.(лавЛ).а.т.и;улавЛАти;7;v;;657
482;лег;у.(лег).т.и;улещи;0;v;;827
526;лйч;у.(лйч).и.т.и;улйчити;1;v;;695
481;ловЛ;у.(ловЛ).ен.ьЁ.е;уловЛЕниЕ;2/n;n;;657
481;лов;у.(лов).и.т.и;уловити;1;v;;657
509;луч;у.(луч).и.т.и;улучити;1;v;;
499;льст;у.(льст).и.т.и;ульстити;1;v;;659
538;маЛ;у.(маЛ).а.т.и;умаЛАти;7;v;;
538;маЛ;у.(маЛ).ен.ьЁ.е;умаЛЕниЕ;2/n;n;;
539;маР;у.(маР).а.т.и;умаРАти;7;v;;756, 835
538;мал;у.(мал).и.т.и;умалити;1;v;;
536;маз;у.(маз).т.и.т.и;умастити;1;v;;
549;миЛ;у.(миЛ).ен.ьЁ.е;умиЛЕниЕ;2/n;n;;
549;мил;у.(мил).и.т.и;умилити;1;v;;
539;мир;у.(мир).а.т.и;умирати;7;v;;756, 835
600;мйдР;у.(мйдР).а.т.и;умйдРАти;7;v;;
600;мйдр;у.(мйдр).и.т.и;умйдрити;1;v;;
595;мйч;у.(мйч).и.т.и;умйчити;1;v;;696
556;мльк;у.(мльк).н.й.т.и;умлькнйти;5;v;;
556;мльч;у.(мльч).э.т.и;умльчати;2;v;;
560;мол;у.(мол).и.т.и;умолити;1;v;;
539;мор;у.(мор).и.т.и;уморити;1;v;;756, 835
537;моч;у.(моч).и.т.и;умочити;1;v;;657
539;мрь;у.(мрь).т.в.ьЁ.е;умрьтвиЕ;2/n;n;;756, 835
539;мрь;у.(мрь).т.в.и.т.и;умрьтвити;1;v;;756, 835
539;мрь;у.(мрь).т.в.э.т.и;умрьтвэти;7;v;;756, 835
539;мрь;у.(мрь).т.ьЁ.е;умрьтиЕ;2/n;n;;756, 835
539;мрь;у.(мрь).щ.вЛ.а.т.и;умрьщвЛАти;7;v;;756, 835
539;мрь;у.(мрь).щ.вЛ.ен.ьЁ.е;умрьщвЛЕниЕ;2/n;n;;756, 835
539;мрэ;у.(мрэ).т.и;умрэти;4h*(;v;;756, 835
599;мйд;у.(мйд).и.т.и;умйдити;1;v;;
1015;ум;(ум).ъ;умъ;2/m;n;;
575;мънож;у.((мънож)).а.т.и;умъножати;7;v;;
575;мънож;у.((мънож)).ен.ьЁ.е;умъножениЕ;2/n;n;;
575;мънож;у.((мънож)).и.т.и;умъножити;1;v;;
571;мыв;у.(мыв).а.л.ьн.иц.а;умывальница;2/f;n;;713
571;мыв;у.(мыв).а.н.ьЁ.е;умываниЕ;2/n;n;;713
571;мыв;у.(мыв).а.т.и;умывати;7;v;;713
578;мысл;у.(мысл).и.т.и;умыслити;1;v;;
571;мы;у.(мы).т.и;умыти;4h*%);v;;713
578;мышЛ;у.(мышЛ).аЁ.ь;умышЛАи;2/m;n;;
578;мышЛ;у.(мышЛ).ен.ьЁ.е;умышЛЕниЕ;2/n;n;;
582;мьН;у.(мьН).и.т.и;умьНити;1;v;;
1015;ум;(ум).ьн.ъ;умьнъ;2/a;a;;
591;мэс;у.(мэс).и.т.и;умэсити;1;v;;
1015;ум;(ум).э.т.и;умэти;7;v;;
595;мяк;у.(мяк).н.й.т.и;умякнйти;5;v;;696
595;мяч;у.(мяч).и.т.и;умячити;1;v;;696
1016;уН;(уН).и.т.и;уНити;1;v;;
359;ничьж;у.((ничьж)).а.т.и;уничьжати;7;v;;792
359;ничьж;у.((ничьж)).ен.ьЁ.е;уничьжениЕ;2/n;n;;792
359;ничьж;у.((ничьж)).и.т.и;уничьжити;1;v;;792
617;ны;у.(ны).Н.ен.ьЁ.е;уныНЕниЕ;2/n;n;;
617;ны;у.(ны).в.а.т.и;унывати;7;v;;
617;ны;у.(ны).н.ьЁ.е;уныниЕ;2/n;n;;
617;ны;у.(ны).т.и;уныти;4v;v;;
609;ньз;у.(ньз).н.й.т.и;уньзнйти;5;v;;671
98;вид;у.об.(вид).э.т.и;уобидэти;2;v;;
