id;root_number;root_form;mphl;norm;par_index;class;extent;reference;;
6021;1019;утр;(утр).ьн҄.ь;утрьн҄ь;2/a;a;;655;;
6022;1019;утр;(утр).ьн.иц.а;утрьница;2/f;n;;655;;
6208;978;трьп;у.(трьп).н.ѫ.т.и;утрь(п)нѫти;5;v;;;;
6018;971;тружд;у.(тружд).а.т.и;утруждати;7;v;;;;
6019;971;труд;у.(труд).и.т.и;утрудити;1;v;;;;
6017;1019;утр;(утр).о;утро;2/n;n;;655;;
6016;1019;утр;(утр).ьj.е;утриѥ;2/n;n;;655;;
6207;942;топ;у.(топ).н.ѫ.т.и;утопнѫти;5;v;;657;;
6015;942;топ;у.(топ).и.т.и;утопити;1;v;;657;;
6014;964;том;у.(том).и.т.и;утомити;1;v;;;;
6013;963;тол;у.(тол).и.т.и;утолити;1;v;;;;
6012;961;тлъст;у.(тлъст).ѣ.т.и;утлъстѣти;7;v;;62;;
6011;957;тиш;у.(тиш).и.т.и;утишити;1;v;;663;;
6010;956;тиск;у.(тиск).а.т.и;утискати;7;v;;663;;
6009;947;теп;у.(теп).т.и;утети;4c;v;;;;
6007;945;тврьжд;у.(тврьжд).ен.ьj.е;утврьждениѥ;2/n;n;;62;;
6006;945;тврьжд;у.(тврьжд).а.т.и;утврьждати;7;v;;62;;
6008;945;тврьд;у.(тврьд).и.т.и;утврьдити;1;v;;62;;
6005;944;твор;у.(твор).и.т.и;утворити;1;v;;657;;
6003;944;твар҄;у.(твар҄).а.т.и;утвар҄ꙗти;7;v;;657;;
6004;944;твар;у.(твар).ь;утварь;1/f;n;;657;;
6002;942;тап;у.(тап).а.т.и;утапати;7;v;;657;;
6001;939;та;у.(таi̯).и.т.и;утаити;1;v;;;;
5948;550;мьн;у.сѫ.(мьн).ѣ.т.и;усѫмьнѣти;2;v;;686;;
5946;936;сѫжд;у.(сѫжд).а.т.и;усѫждати;7;v;;;;
5947;936;сѫд;у.(сѫд).и.т.и;усѫдити;1;v;;;;
6000;815;сѣк;у.(сѣк).т.и;усѣщи;4c;v;;658;;
5998;815;сѣк;у.(сѣк).н.ѫ.т.и;усѣкнѫти;5;v;;658;;
5999;815;сѣк;у.(сѣк).н.ов.ен.ьj.е;усѣкновениѥ;2/n;n;;658;;
5997;913;сыр;у.(сыр).и.т.и;усырити;1;v;;726;;
5996;918;сып;у.(сып).а.т.и;усыпати;7;v;;660;;
5995;923;сын҄;у.(сын҄).ен.ьj.е;усын҄ѥниѥ;2/n;n;;;;
5994;914;съх;у.(съх).н.ѫ.т.и;усъхнѫти;5;v;;727;;
5992;918;съп;у.(съп).и.т.и;усъпити;1;v;;660;;
5993;918;съп;у.(съп).ен.ьj.е;усъпениѥ;2/n;n;;660;;
6206;918;съп;у.(съп).н.ѫ.т.и;усънѫти;5;v;;660;;
5990;542;мощр҄;у.съ.(мощр҄).ен.ьj.е;усъмощр҄ѥниѥ;2/n;n;;657;;
5989;914;суш;у.(суш).и.т.и;усушити;1;v;;727;;
5988;210;губ;у.су.(губ).и.т.и;усугубити;1;v;;705;;
5972;885;стѫп;у.(стѫп).и.т.и;устѫпити;1;v;;834;;
5971;885;стѫп;у.(стѫп).а.т.и;устѫпати;7;v;;834;;
5987;1018;уст;(уст).ьн.а;устьна;2/f;n;;;;
5986;905;стыд;у.(стыд).ѣ.т.и;устыдѣти;2;v;;725;;
5985;905;студ;у.(студ).и.т.и;устудити;1;v;;725;;
5984;904;стрѣл;у.(стрѣл).и.т.и;устрѣлити;1;v;;;;
5982;902;стрьмл҄;у.(стрьмл҄).ен.ьj.е;устрьмл҄ѥниѥ;2/n;n;;;;
5983;902;стрьм;у.(стрьм).и.т.и;устрьмити;1;v;;;;
5979;892;строj;у.(строj).ен.ьj.е;устроѥниѥ;2/n;n;;741;;
5981;892;строj;у.(строj).и.т.и;устроити;1;v;;741;;
5980;892;строj;у.(строj).ь;устрои;2/m;n;;741;;
5974;892;страj;у.(страj).а.т.и;устраꙗти;7;v;;741;;
5978;893;страш;у.(страш).и.т.и;устрашити;1;v;;;;
5977;893;страш;у.(страш).ен.ьj.е;устрашениѥ;2/n;n;;;;
5976;893;страш;у.(страш).а.т.и;устрашати;7;v;;;;
5975;889;страб;у.(страб).и.т.и;устрабити;1;v;;;;
5973;879;сто;у.(стоi̯).ѣ.т.и;устоꙗти;2;v;;657;;
5970;1018;уст;(уст).и.т.и;устити;1;v;;;;
5969;879;ста;у.(ста).т.и;устати;0;v;;657;;
5968;879;ста;у.(ста).в.ьн.ъ;уставьнъ;2/a;a;;657;;
5967;879;ста;у.(ста).в.ъ;уставъ;2/m;n;;657;;
5965;879;ста;у.(ста).вл҄.ен.ьj.е;уставл҄ѥниѥ;2/n;n;;657;;
5964;879;ста;у.(ста).вл҄.а.т.и;уставл҄ꙗти;7;v;;657;;
5966;879;ста;у.(ста).в.и.т.и;уставити;1;v;;657;;
5963;1018;уст;(уст).а;уста;2/n;n;;;;
5962;877;срьд;у.(срьд).ьн.ъ;усрьдьнъ;2/a;a;;62; 765;
5961;877;срьд;у.(срьд).ьj.е;усрьдиѥ;2/n;n;;62; 765;
5960;874;срамл҄;у.(срамл҄).а.т.и;усрамл҄ꙗти;7;v;;62;;
5959;872;спѣ;у.(спѣ).ш.ьн.ъ;успѣшьнъ;2/a;a;;;;
5958;872;спѣ;у.(спѣ).ш.ен.ьj.е;успѣшениѥ;2/n;n;;;;
5957;872;спѣ;у.(спѣ).х.ъ;успѣхъ;2/m;n;;;;
5956;872;спѣ;у.(спѣ).т.и;успѣти;4v;v;;;;
5955;872;спѣ;у.(спѣ).в.а.т.и;успѣвати;7;v;;;;
5954;1017;усм;(усм).н.ьj.ѣн.ъ;усниꙗнъ;2/a;a;;;;
5991;1017;усм;(усм).ѣн.ъ;усмѣнъ;2/a;a;;;;
5953;858;смиj;у.(смиj).а.т.и;усмиꙗти;3*;v;;740;;
5952;844;слы;у.(слы).ш.ѣ.т.и;услышати;2;v;;720;;
5951;844;слы;у.(слы).ш.ѣ.н.ьj.е;услышаниѥ;2/n;n;;720;;
5950;850;служ;у.(служ).и.т.и;услужити;1;v;;;;
5949;842;сла;у.(сла).жд.а.т.и;услаждати;7;v;;780;;
5945;;;;усел҄ѥнаꙗ;;;см. уселити;;;
6392;816;сел;у.(сел).и.т.и;уселити;1;v;;658;;
5944;792;рѣш;у.(рѣш).и.т.и;урѣшити;1;v;;;;
5943;754;рѣз;у.(рѣз).а.т.и;урѣзати;3;v;;662;;
5942;773;ръв;у.(ръв).а.т.и;уръвати;3°;v;;717;;
5941;766;роч;у.(роч).ьн.ъ;урочьнъ;2/a;a;;661; 673;
5940;766;риц;у.(риц).а.т.и;урицати;3;v;;661; 673;
5939;769;ри;у.(ри).в.а.т.и;уривати;7;v;;739;;
5938;766;рек;у.(рек).т.и;урещи;4c@;v;;661; 673;
5937;751;рав;у.(рав).ьн.и.т.и;уравьнити;1;v;;;;
5936;731;пъв;у.(пъв).а.т.и;упъвати;7;v;;;;
5935;731;пъв;у.(пъв).а.н.ьj.е;упъваниѥ;2/n;n;;;;
5934;730;пущ;у.(пущ).а.т.и;упущати;7;v;;;;
5933;730;пуст;у.(пуст).и.т.и;упустити;1;v;;;;
5932;705;праз;у.(праз).н.и.т.и;упразнити;1;v;;;;
5931;705;праж;у.(праж).н҄.ен.ьj.е;упражн҄ѥниѥ;2/n;n;;;;
5929;703;правл҄;у.(правл҄).ен.ьj.е;управл҄ѥниѥ;2/n;n;;;;
5928;703;правл҄;у.(правл҄).а.т.и;управл҄ꙗти;7;v;;;;
5930;703;прав;у.(прав).и.т.и;управити;1;v;;;;
5927;651;поj;у.(поj).и.т.и;упоити;1;v;;737;;
5926;235;доб;у.по.(доб).и.т.и;уподобити;1;v;;;;
5925;681;плъч;у.(плъч).и.т.и;уплъчити;1;v;;;;
5924;668;пит;у.(пит).ѣ.т.и;упитѣти;7;v;;;;
5923;651;пи;у.(пи).т.ьj.е;упитиѥ;2/n;n;;737;;
5922;651;пи;у.(пи).т.и;упити;4h*);v;;737;;
5921;651;пи;у.(пи).в.а.т.и;упивати;7;v;;737;;
5920;654;пепел;у.((пепел)).и.т.и;упепелити;1;v;;829;;
5917;651;паj;у.(паj).а.т.и;упаꙗти;7;v;;737;;
5918;659;пас;у.(пас).т.и;упасти2;4c;v;;;;
5919;649;пад;у.(пад).т.и;упасти1;4c;v;;;;
5916;642;орѫж;у.((орѫж)).и.т.и;уорѫжити;1;v;;;;
5915;754;раз;у.об.(раз).и.т.и;уобразити;1;v;;662;;
5914;98;вид;у.об.(вид).ѣ.т.и;уобидѣти;2;v;;;;
5708;1016;ун҄;(ун҄).ьш.ьj.ин.а;ун҄ьшиина;2/f;n;;;;
5913;609;ньз;у.(ньз).н.ѫ.т.и;уньзнѫти;5;v;;671;;
5912;617;ны;у.(ны).т.и;уныти;4v;v;;;;
5909;617;ны;у.(ны).н҄.ен.ьj.е;унын҄ѥниѥ;2/n;n;;;;
5911;617;ны;у.(ны).н.ьj.е;уныниѥ;2/n;n;;;;
5910;617;ны;у.(ны).в.а.т.и;унывати;7;v;;;;
5908;359;ничьж;у.((ничьж)).и.т.и;уничьжити;1;v;;792;;
5907;359;ничьж;у.((ничьж)).ен.ьj.е;уничьжениѥ;2/n;n;;792;;
5906;359;ничьж;у.((ничьж)).а.т.и;уничьжати;7;v;;792;;
5905;1016;ун҄;(ун҄).и.т.и;ун҄ити;1;v;;;;
5707;1016;ун҄;(ун҄).ьi̯.ь;ун҄ии;2/a**;a;;;;
5874;595;мѫч;у.(мѫч).и.т.и;умѫчити;1;v;;696;;
5872;600;мѫдр҄;у.(мѫдр҄).а.т.и;умѫдр҄ꙗти;7;v;;;;
5873;600;мѫдр;у.(мѫдр).и.т.и;умѫдрити;1;v;;;;
5887;599;мѫд;у.(мѫд).и.т.и;умѫдити;1;v;;;;
5904;595;мѧч;у.(мѧч).и.т.и;умѧчити;1;v;;696;;
5903;595;мѧк;у.(мѧк).н.ѫ.т.и;умѧкнѫти;5;v;;696;;
5902;1015;ум;(ум).ѣ.т.и;умѣти;7;v;;;;
5901;591;мѣс;у.(мѣс).и.т.и;умѣсити;1;v;;;;
5900;1015;ум;(ум).ьн.ъ;умьнъ;2/a;a;;;;
5899;582;мьн҄;у.(мьн҄).и.т.и;умьн҄ити;1;v;;;;
5898;578;мышл҄;у.(мышл҄).ен.ьj.е;умышл҄ѥниѥ;2/n;n;;;;
5897;578;мышл҄;у.(мышл҄).аj.ь;умышл҄ꙗи;2/m;n;;;;
5896;571;мы;у.(мы).т.и;умыти;4h*%);v;;713;;
5895;578;мысл;у.(мысл).и.т.и;умыслити;1;v;;;;
5894;571;мыв;у.(мыв).а.т.и;умывати;7;v;;713;;
5893;571;мыв;у.(мыв).а.н.ьj.е;умываниѥ;2/n;n;;713;;
5892;571;мыв;у.(мыв).а.л.ьн.иц.а;умывальница;2/f;n;;713;;
5891;575;мънож;у.((мънож)).и.т.и;умъножити;1;v;;;;
5890;575;мънож;у.((мънож)).ен.ьj.е;умъножениѥ;2/n;n;;;;
5889;575;мънож;у.((мънож)).а.т.и;умъножати;7;v;;;;
5888;1015;ум;(ум).ъ;умъ;2/m;n;;;;
5886;539;мрѣ;у.(мрѣ).т.и;умрѣти;4h*(;v;;756; 835;
5885;539;мрь;у.(мрь).щ.вл҄.ен.ьj.е;умрьщвл҄ѥниѥ;2/n;n;;756; 835;
5884;539;мрь;у.(мрь).щ.вл҄.а.т.и;умрьщвл҄ꙗти;7;v;;756; 835;
5883;539;мрь;у.(мрь).т.ьj.е;умрьтиѥ;2/n;n;;756; 835;
5882;539;мрь;у.(мрь).т.в.ѣ.т.и;умрьтвѣти;7;v;;756; 835;
5880;539;мрь;у.(мрь).т.в.ьj.е;умрьтвиѥ;2/n;n;;756; 835;
5881;539;мрь;у.(мрь).т.в.и.т.и;умрьтвити;1;v;;756; 835;
5879;537;моч;у.(моч).и.т.и;умочити;1;v;;657;;
5878;539;мор;у.(мор).и.т.и;уморити;1;v;;756; 835;
5877;560;мол;у.(мол).и.т.и;умолити;1;v;;;;
5876;556;мльч;у.(мльч).ѣ.т.и;умльчати;2;v;;;;
5875;556;мльк;у.(мльк).н.ѫ.т.и;умлькнѫти;5;v;;;;
5871;539;мир;у.(мир).а.т.и;умирати;7;v;;756; 835;
5869;549;мил҄;у.(мил҄).ен.ьj.е;умил҄ѥниѥ;2/n;n;;;;
5870;549;мил;у.(мил).и.т.и;умилити;1;v;;;;
5868;536;маз;у.(маз).т.и.т.и;умастити;1;v;;;;
5866;539;мар҄;у.(мар҄).а.т.и;умар҄ꙗти;7;v;;756; 835;
5865;538;мал҄;у.(мал҄).ен.ьj.е;умал҄ѥниѥ;2/n;n;;;;
5864;538;мал҄;у.(мал҄).а.т.и;умал҄ꙗти;7;v;;;;
5867;538;мал;у.(мал).и.т.и;умалити;1;v;;;;
5859;526;лѫч;у.(лѫч).и.т.и;улѫчити;1;v;;695;;
5863;499;льст;у.(льст).и.т.и;ульстити;1;v;;659;;
5862;509;луч;у.(луч).и.т.и;улучити;1;v;;;;
5860;481;ловл҄;у.(ловл҄).ен.ьj.е;уловл҄ѥниѥ;2/n;n;;657;;
5861;481;лов;у.(лов).и.т.и;уловити;1;v;;657;;
5858;482;лег;у.(лег).т.и;улещи;0;v;;827;;
5857;481;лавл҄;у.(лавл҄).а.т.и;улавл҄ꙗти;7;v;;657;;
5856;453;крѣп;у.(крѣп).ѣ.т.и;укрѣпѣти;7;v;;;;
5854;453;крѣпл҄;у.(крѣпл҄).а.т.и;укрѣпл҄ꙗти;7;v;;;;
5855;453;крѣп;у.(крѣп).и.т.и;укрѣпити;1;v;;;;
5853;438;кры;у.(кры).т.и;укрыти;4h*%);v;;679; 710;
5852;443;крух;у.(крух).ъ;укрухъ;2/m;n;;;;
5851;441;крот;у.(крот).ѣ.т.и;укротѣти;7;v;;;;
5850;441;крот;у.(крот).и.т.и;укротити;1;v;;;;
5849;1014;укроп;((укроп)).ъ;укропъ;2/m;n;;;;
5848;426;кроj;у.(кроj).ь;укрои;2/m;n;;657;;
5847;428;краш;у.(краш).ен.ьj.е;украшениѥ;2/n;n;;;;
5846;428;краш;у.(краш).а.т.и;украшати;7;v;;;;
5845;425;крад;у.(крад).т.и;украсти;4c;v;;;;
5844;428;крас;у.(крас).и.т.и;украсити;1;v;;;;
5837;369;кор҄;у.(кор҄).ен.ьj.е;укор҄ѥниѥ;2/n;n;;657;;
5843;369;кор;у.(кор).ьн.ъ;укорьнъ;2/a;a;;657;;
5842;369;кор;у.(кор).ъ;укоръ;2/m;n;;657;;
5841;369;кор;у.(кор).и.т.и;укорити;1;v;;657;;
5840;369;кор;у.(кор).и.зн.ьн.ъ;укоризньнъ;2/a;a;;657;;
5839;369;кор;у.(кор).и.зн.а;укоризна;2/f;n;;657;;
5838;414;кор;у.(кор).ен.и.т.и;укоренити;1;v;;;;
5836;377;клон;у.(клон).и.т.и;уклонити;1;v;;657;;
5835;377;клан҄;у.(клан҄).а.т.и;уклан҄ꙗти;7;v;;657;;
5831;369;кар҄;у.(кар҄).а.т.и;укар҄ꙗти;7;v;;657;;
5834;363;каз;у.(каз).ъ;указъ;2/m;n;;;;
5833;363;каз;у.(каз).а.т.и;указати;3;v;;;;
5832;363;каз;у.(каз).а.н.ьj.е;указаниѥ;2/n;n;;;;
5830;340;ищ;у.(ищ).ен.ьj.е;уищениѥ;2/n;n;;655;;
5829;340;ист;у.(ист).и.т.и;уистити;1;v;;655;;
5828;879;ста;у.из.(ста).вл҄.ен.ьj.е;уиставл҄ѥниѥ;2/n;n;;657;;
5827;309;зьр;у.(зьр).ѣ.т.и;узьрѣти;2;v;;62; 753;
5826;324;зъл;у.(зъл).об.и.т.и;узълобити;1;v;;;;
5825;1013;узд;(узд).а;узда;2/f;n;;;;
5824;279;жег;у.(жег).т.и;ужещи;4c@;v;;668;;
5823;284;жест;у.(жест).оч.ен.ьj.е;ужесточениѥ;2/n;n;;;;
5822;278;жас;у.(жас).ьн.ъ;ужасьнъ;2/a;a;;;;
5821;278;жас;у.(жас).ъ;ужасъ;2/m;n;;;;
5820;278;жас;у.(жас).т.ьн.ъ;ужастьнъ;2/a;a;;;;
5819;278;жас;у.(жас).т.ь;ужасть;1/f;n;;;;
5818;278;жас;у.(жас).н.ѫ.т.и;ужаснѫти;5;v;;;;
5817;278;жас;у.(жас).и.т.и;ужасити;1;v;;;;
5816;278;жас;у.(жас).ен.ьj.е;ужасениѥ;2/n;n;;;;
5815;278;жас;у.(жас).а.т.и;ужасати;7;v;;;;
5814;271;дѣб;у.(дѣб).ен.ъ;удѣбенъ;2/a;a;;;;
5794;1011;уд;(уд).ьн.ъ;удьнъ;2/a;a;;;;
5793;1011;уд;(уд).ъ;удъ;2/m;n;;;;
5789;258;дрѫч;у.(дрѫч).и.т.и;удрѫчити;1;v;;;;
5788;258;дрѫч;у.(дрѫч).ен.ьj.е;удрѫчениѥ;2/n;n;;;;
5792;250;дрьж;у.(дрьж).ѣ.т.и;удрьжати;2;v;;;;
5791;250;дрьж;у.(дрьж).ѣ.н.ьн.ъ;удрьжаньнъ;2/a;a;;;;
5790;250;дрьж;у.(дрьж).ѣ.н.ьj.е;удрьжаниѥ;2/n;n;;;;
5787;237;дол;у.(дол).ѣ.т.и;удолѣти;7;v;;;;
5786;235;доб;у.(доб).ьн.ъ;удобьнъ;2/a;a;;;;
5785;235;доб;у.(доб).ъ;удобъ;2/a;a;;;;
5784;235;добл҄;у.(добл҄).а.т.и;удобл҄ꙗти;7;v;;;;
5783;230;див;у.(див).и.т.и;удивити;1;v;;;;
5782;223;деб;у.(деб).ел.ѣ.т.и;удебелѣти;7;v;;;;
5781;221;двор;у.(двор).ьн.ик.ъ;удворьникъ;2/m;n;;678; 821;
5780;221;двар҄;у.(двар҄).а.т.и;удвар҄ꙗти;7;v;;678; 821;
5774;220;дар҄;у.(дар҄).ен.ьj.е;удар҄ѥниѥ;2/n;n;;750;;
5773;220;дар҄;у.(дар҄).а.н.ьj.е;удар҄ꙗниѥ;2/n;n;;750;;
5779;220;дар;у.(дар).и.т.и;ударити;1;v;;750;;
5772;219;дал҄;у.(дал҄).а.т.и;удал҄ꙗти;7;v;;;;
5778;219;дал;у.(дал).и.т.и;удалити;1;v;;;;
5775;217;давл҄;у.(давл҄).ен.ьj.е;удавл҄ѥниѥ;2/n;n;;;;
5776;217;давл҄;у.(давл҄).ен.ин.а;удавл҄ѥнина;2/f;n;;;;
5777;217;дав;у.(дав).и.т.и;удавити;1;v;;;;
5771;189;готов;у.((готов)).и.т.и;уготовити;1;v;;;;
5770;189;готов;у.((готов)).а.т.и;уготовати;7;v;;;;
5769;189;готов;у.((готов)).а.н.ьj.е;уготованиѥ;2/n;n;;;;
5763;151;гожд;у.(гожд).ен.ьj.е;угождениѥ;2/n;n;;657;;
5768;151;год;у.(год).ьн.ъ;угодьнъ;2/a;a;;657;;
5767;151;год;у.(год).ьн.ик.ъ;угодьникъ;2/m;n;;657;;
5765;151;год;у.(год).ьj.е;угодиѥ;2/n;n;;657;;
5766;151;год;у.(год).и.т.и;угодити;1;v;;657;;
5764;177;гобьѕ;у.((гобьѕ)).и.т.и;угобьѕити;1;v;;;;
5762;170;гнѣт;у.(гнѣт).а.т.и;угнѣтати;7;v;;658;;
5761;173;гнѣзд;у.(гнѣзд).и.т.и;угнѣздити;1;v;;;;
5760;169;глѫб;у.(глѫб).и.т.и;углѫбити;1;v;;;;
6205;167;гльб;у.(гльб).н.ѫ.т.и;угль(б)нѫти;5;v;;;;
5759;155;гаш;у.(гаш).ен.ьj.е;угашениѥ;2/n;n;;;;
5758;155;гас;у.(гас).н.ѫ.т.и;угаснѫти;5;v;;;;
5757;155;гас;у.(гас).и.т.и;угасити;1;v;;;;
5756;155;гас;у.(гас).а.т.и;угасати;7;v;;;;
5755;151;гажд;у.(гажд).а.т.и;угаждати;7;v;;657;;
5754;148;вѧз;у.(вѧз).т.и;увѧсти;4c;v;;655; 817;
5753;147;вѧд;у.(вѧд).н.ѫ.т.и;увѧнѫти;5;v;;816;;
5752;148;вѧз;у.(вѧз).а.т.и;увѧзати;3;v;;655; 817;
5750;147;вѧжд;у.(вѧжд).а.т.и;увѧждати;7;v;;816;;
5751;147;вѧд;у.(вѧд).а.т.и;увѧдати;7;v;;816;;
5749;137;вѣщ;у.(вѣщ).а.т.и;увѣщати;7;v;;815;;
5748;137;вѣщ;у.(вѣщ).а.н.ьj.е;увѣщаниѥ;2/n;n;;815;;
5747;137;вѣщ;у.(вѣщ).а.в.а.т.и;увѣщавати;7;v;;815;;
5746;137;вѣт;у.(вѣт).ьн.ик.ъ;увѣтьникъ;2/m;n;;815;;
5745;137;вѣт;у.(вѣт).ъ;увѣтъ;2/m;n;;815;;
5744;146;вѣр;у.(вѣр).ов.а.т.и;увѣровати;6;v;;;;
5743;146;вѣр;у.(вѣр).и.т.и;увѣрити;1;v;;;;
5742;140;вѣд;у.(вѣд).ѣ.т.и;увѣдѣти;0;v;;;;
5741;140;вѣд;у.(вѣд).ѣ.н.ьj.е;увѣдѣниѥ;2/n;n;;;;
5740;122;врѣз;у.(врѣз).т.и;уврѣсти;4c*(;v;;62; 678; 748
5739;117;вращ;у.(вращ).а.т.и;увращати;7;v;;62; 746;
5738;71;бѣл;у.(бѣл).и.т.и;убѣлити;1;v;;;;
5737;69;бѣж;у.(бѣж).ьн.ъ;убѣжьнъ;2/a;a;;;;
5736;69;бѣж;у.(бѣж).ищ.е;убѣжище;2/n;n;;;;
5735;69;бѣж;у.(бѣж).ѣ.т.и;убѣжати;2;v;;;;
5734;69;бѣж;у.(бѣж).ѣ.н.ьj.е;убѣжаниѥ;2/n;n;;;;
5733;70;бѣд;у.(бѣд).и.т.и;убѣдити;1;v;;;;
5732;69;бѣг;у.(бѣг).н.ѫ.т.и;убѣгнѫти;5;v;;;;
5731;63;буд;у.(буд).и.т.и;убудити;1;v;;704;;
5730;50;брус;у.(брус).ъ;убрусъ;2/m;n;;703;;
5723;38;боj;у.(боj).ѣ.т.и;убоꙗти;2;v;;;;
5729;23;боj;у.(боj).ьч.ьн.ъ;убоичьнъ;2/a;a;;679; 730;
5728;23;боj;у.(боj).ьц.а;убоица;2/f;n;;679; 730;
5727;23;боj;у.(боj).ьств.о;убоиство;2/n;n;;679; 730;
5726;23;боj;у.(боj).ь;убои;2/m;n;;679; 730;
5725;37;бож;у.(бож).ьств.о;убожьство;2/n;n;;;;
5724;37;бог;у.(бог).ъ;убогъ;2/a;a;;;;
5722;27;блаж;у.(блаж).и.т.и;ублажити;1;v;;;;
5713;23;бьj;у.(бьj).ен.ьj.е;убиѥниѥ;2/n;n;;679; 730;
5712;23;биj;у.(биj).а.т.и;убиꙗти;7;v;;679; 730;
5721;23;би;у.(би).т.ьj.е;убитиѥ;2/n;n;;679; 730;
5720;23;би;у.(би).т.и;убити;4h*);v;;679; 730;
5719;23;би;у.(би).т.ел҄.ьн.ич.ьск.ъ;убител҄ьничьскъ;2/a;a;;679; 730;
5718;23;биj;у.(биj).ьц.а;убиица;2/f;n;;679; 730;
5717;23;биj;у.(биj).ьств.ьн.ъ;убииствьнъ;2/a;a;;679; 730;
5716;23;биj;у.(биj).ьств.о;убииство;2/n;n;;679; 730;
5715;23;би;у.(би).в.а.т.и;убивати;7;v;;679; 730;
5714;23;би;у.(би).в.а.н.ьj.е;убиваниѥ;2/n;n;;679; 730;
5711;14;ба;у.(ба).л.ов.а.т.и;убаловати;6;v;;;;
5430;1009;тѫч;(тѫч).ьн.ъ;тѫчьнъ;2/a;a;;;;
5429;1009;тѫч;(тѫч).а;тѫча;2/f;n;;;;
5428;1008;тѫт;(тѫт).ьн.ъ;тѫтьнъ;2/m;n;;;;
5427;1006;тѫж;(тѫж).и.т.и;тѫжити;1;v;;701;;
5426;1006;тѫж;(тѫж).ен.ьj.е;тѫжениѥ;2/n;n;;701;;
5425;1006;тѫг;(тѫг).а;тѫга;2/f;n;;701;;
5704;1007;тѧт;(тѧт).ив.а;тѧтива;2/f;n;;;;
5703;1006;тѧж;(тѧж).ьк.ъ;тѧжькъ;2/a;a;;701;;
5702;1006;тѧж;(тѧж).ест.ь;тѧжесть;1/f;n;;701;;
5701;1006;тѧж;(тѧж).ѣ.т.ел҄.ь;тѧжател҄ь;2/m*;n;;701;;
5700;1006;тѧж;(тѧж).а;тѧжа;2/f;n;;701;;
5699;1006;тѧг;(тѧг).от.ьн.ъ;тѧготьнъ;2/a;a;;701;;
5698;1006;тѧг;(тѧг).от.а;тѧгота;2/f;n;;701;;
5697;1006;тѧг;(тѧг).ост.ь;тѧгость;1/f;n;;701;;
5696;1006;тѧг;(тѧг).н.ѫ.т.и;тѧгнѫти;5;v;;701;;
5695;956;тѣщ;(тѣщ).и.т.и;тѣщити;1;v;;663;;
5694;957;тѣш;(тѣш).и.т.и;тѣшити;1;v;;663;;
5693;1005;тѣсн;(тѣсн).ъ;тѣснъ;2/a;a;;;;
5692;1004;тѣл;(тѣл).о;тѣло;0/n;n;;;;
5691;1004;тѣл;(тѣл).ес.ьн.ъ;тѣлесьнъ;2/a;a;;;;
5690;1003;тьщ;(тьщ).а;тьща;2/f;n;;;;
5689;1003;тьст;(тьст).ь;тьсть;1/m;n;;;;
5687;1002;тьм;(тьм).ьн.ъ;тьмьнъ;2/a;a;;;;
5686;1002;тьм;(тьм).ьн.ич.ьн.ъ;тьмьничьнъ;2/a;a;;;;
5685;1002;тьм;(тьм).ьн.ич.ьн.ик.ъ;тьмьничьникъ;2/m;n;;;;
5684;1002;тьм;(тьм).ьн.иц.а;тьмьница;2/f;n;;;;
5683;1002;тьм;(тьм).а;тьма;2/f;n;;;;
5676;999;тьл҄;(тьл҄).а;тьл҄ꙗ;2/f;n;;;;
5682;999;тьл;(тьл).ѣ.т.и;тьлѣти;7;v;;;;
5681;999;тьл;(тьл).ѣ.н.ьн.ъ;тьлѣньнъ;2/a;a;;;;
5680;999;тьл;(тьл).ѣ.н.ьj.е;тьлѣниѥ;2/n;n;;;;
5679;1000;тьл;(тьл).о;тьло;2/n;n;;;;
5678;999;тьл;(тьл).и.т.и;тьлити;1;v;;;;
5677;999;тьл;(тьл).и.т.ел҄.ь;тьлител҄ь;2/m*;n;;;;
5672;998;тыс;(тыс).ѫщ.ьн.ик.ъ;тысѫщьникъ//;2/m;n;;;;
5671;998;тыс;(тыс).ѫщ.и;тысѫщи//;2/f*;n;;;;
5675;998;тыс;(тыс).ѧщ.ьн.ъ;тысѧщьнъ;2/a;a;;;;
5674;998;тыс;(тыс).ѧщ.ьн.ик.ъ;тысѧщьникъ//;2/m;n;;;;
5673;998;тыс;(тыс).ѧщ.и;тысѧщи//;2/f*;n;;;;
5670;943;ты;((ты));ты;0/s;n;;802;;
5669;997;тъщ;(тъщ).ьн.ъ;тъщьнъ;2/a;a;;;;
5668;996;тъщ;(тъщ).ь;тъщь;2/a;a;;;;
5667;997;тъщ;(тъщ).ив.ъ;тъщивъ;2/a;a;;;;
5666;996;тъщ;(тъщ).ет.ьн.ъ;тъщетьнъ;2/a;a;;;;
5665;996;тъщ;(тъщ).ет.а;тъщета;2/f;n;;;;
5664;997;тъщ;(тъщ).ѣ.т.и;тъщати;2;v;;;;
5663;997;тъщ;(тъщ).ѣ.н.ьj.е;тъщаниѥ;2/n;n;;;;
5662;995;тъч;(тъч).ьн.ъ;тъчьнъ;2/a;a;;;;
5661;995;тъч;(тъч).ьн.ик.ъ;тъчьникъ;2/m;n;;;;
5688;994;тън;(тън).ък.ъ;тънъкъ;2/a;a;;;;
5660;993;тъм;(тъм).а;тъма;2/f;n;;;;
5659;992;тък;(тък).н.ѫ.т.и;тъкнѫти;5;v;;660;;
